Gene,Sample_01-a01va,Sample_02-a01vb,Sample_03-a01vc,Sample_04-a01ca,Sample_05-a01cb,Sample_06-a01cc,Sample_07-a02vb,Sample_08-a02vc,Sample_09-a02ca,Sample_10-a02cb,Sample_11-a02cc,Sample_12-a04va,Sample_13-a04vb,Sample_14-a04vc,Sample_15-a04ca,Sample_16-a04cb,Sample_17-a04cc,Sample_18-a05va,Sample_19-a05vb,Sample_20-a05vc,Sample_21-a05ca,Sample_22-a05cb,Sample_23-a05cc,Sample_24-a06ca,Sample_25-a06cb,Sample_26-a07va,Sample_27-a07vb,Sample_28-a07vc,Sample_29-a07ca,Sample_30-a07cb,Sample_31-a07cc,Sample_32-a08va,Sample_33-a08vb,Sample_34-a08vc,Sample_35-a08ca,Sample_36-a08cc,Sample_37-a09va,Sample_38-a09vb,Sample_39-a09vc,Sample_40-a09ca,Sample_41-a09cb,Sample_42-a09cc,Sample_43-a10va,Sample_44-a10vb,Sample_45-a10vc,Sample_46-a10ca,Sample_47-a10cb,Sample_48-a10cc,Sample_49-a12va,Sample_50-a12vb,Sample_51-a13va,Sample_52-a13vb,Sample_53-a13vc,Sample_54-a13ca,Sample_55-a13cb,Sample_56-a13cc,Sample_57-a14va,Sample_58-a14vb,Sample_59-a14vc,Sample_60-a14ca,Sample_61-a14cb,Sample_62-a14cc,Sample_63-a17va,Sample_64-a17vb,Sample_65-a17vc,Sample_66-a17ca,Sample_67-a17cb,Sample_68-a17cc,Sample_69-arva,Sample_70-arvb,Sample_71-arvc,Sample_72-arca,Sample_73-arcb,Sample_74-arcc
PkV-RF01_g571,0,0,0,0,0,0,0,0,0,0,0,15,19,4,0,0,0,14,32,33,0,0,0,0,0,30,46,31,0,0,0,46,58,40,0,0,47,72,17,0,0,0,42,42,39,0,0,0,39,103,77,124,37,0,0,0,57,56,54,0,0,0,45,65,49,0,0,0,0,0,0,0,0,0
PkV-RF01_g572,0,0,0,0,0,0,0,0,0,0,0,462,576,217,0,0,0,535,784,1033,0,0,0,0,0,635,1302,837,0,0,0,1931,2240,920,0,0,1255,1843,757,0,0,2,1823,1181,2039,0,0,0,2365,3303,3366,3185,1590,0,0,0,1926,2346,2800,0,0,0,2026,2394,1642,0,0,0,3,0,0,0,0,0
PkV-RF01_g573,0,0,0,0,0,0,0,0,0,0,0,27,38,10,0,0,0,30,59,75,0,0,0,0,0,14,36,11,0,0,0,38,37,20,0,0,17,30,9,0,0,0,21,11,19,0,0,0,6,16,19,19,7,0,0,0,23,15,29,0,0,0,47,48,34,0,0,0,0,0,0,0,0,0
PkV-RF01_g574,0,0,0,0,0,0,0,0,0,0,0,19,17,7,0,0,0,15,39,48,0,0,0,0,0,20,49,15,0,0,0,33,65,22,0,0,28,34,9,0,0,0,23,26,34,0,0,0,34,54,49,81,18,0,0,0,52,41,46,0,0,0,56,60,26,0,0,0,0,0,0,0,0,0
PkV-RF01_g575,0,0,0,0,0,0,0,0,0,0,0,6,13,4,0,0,0,2,17,17,0,0,0,0,0,0,11,6,0,0,0,2,10,0,0,0,3,6,1,0,0,0,3,0,13,0,0,0,9,7,6,34,7,0,0,0,19,1,3,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0
PkV-RF01_g576,0,0,0,0,0,0,0,0,0,0,0,41,46,12,0,0,0,38,64,103,0,0,0,0,0,31,73,28,0,0,0,68,100,42,0,0,42,81,37,0,0,0,48,24,67,0,0,0,42,92,74,111,34,0,0,0,58,53,77,0,0,0,84,89,94,0,0,0,0,0,0,0,0,0
PkV-RF01_g577,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,12,17,17,0,0,0,0,0,9,28,17,0,0,0,29,42,17,0,0,38,22,13,0,0,1,28,13,37,0,0,0,21,41,40,36,16,0,0,0,18,13,30,0,0,0,19,24,18,0,0,0,0,0,0,0,0,0
PkV-RF01_g578,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
PkV-RF01_g579,0,0,0,0,0,0,0,0,0,0,0,58,96,29,0,0,0,294,453,640,0,0,0,0,0,365,925,563,0,0,0,1046,1151,502,0,0,632,785,342,0,0,4,719,522,768,0,0,0,396,572,463,426,303,0,0,0,352,308,469,0,0,0,624,544,407,0,0,0,0,0,0,0,0,0
PkV-RF01_g580,0,0,0,0,0,0,0,0,0,0,0,18,19,6,0,0,0,133,166,166,0,0,0,0,1,280,496,312,0,0,0,843,881,415,0,0,541,734,290,0,0,0,710,471,757,0,0,0,704,1164,1295,871,523,0,0,0,532,950,960,0,0,0,596,772,499,0,0,0,2,3,0,0,0,0
PkV-RF01_g581,0,0,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,49,72,61,0,0,0,0,0,88,188,74,0,0,0,229,232,126,0,0,200,209,77,0,0,0,262,176,296,0,0,0,164,336,318,330,132,0,0,0,178,176,240,0,0,0,194,135,113,0,0,0,0,0,0,0,0,0
PkV-RF01_g582,0,0,0,0,0,0,0,0,0,0,0,18,27,4,0,0,0,71,83,91,0,0,0,0,0,59,154,102,0,0,0,166,185,78,0,0,126,133,66,0,2,2,123,93,145,0,0,0,63,94,123,77,56,0,0,0,62,59,77,0,0,0,73,82,78,0,0,0,0,0,0,0,0,0
PkV-RF01_g583,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,9,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
PkV-RF01_g584,0,0,0,0,0,0,0,0,0,0,0,25,23,7,0,0,0,62,111,133,0,0,0,0,0,93,175,79,0,0,0,163,204,88,0,0,124,143,70,0,0,0,121,89,144,0,0,0,80,132,154,149,76,0,0,0,89,67,95,0,0,0,117,105,89,0,0,0,2,0,0,0,0,0
PkV-RF01_g585,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,2,3,0,0,0,0,0,0,9,4,0,0,0,1,6,0,0,0,3,2,4,0,0,0,6,0,2,0,0,0,2,0,1,67,2,0,0,0,26,2,8,0,0,0,6,5,3,0,0,0,0,0,0,0,0,0
PkV-RF01_g586,0,0,0,0,0,0,0,0,0,0,0,43,37,20,0,0,0,101,156,166,0,0,0,0,0,110,260,148,0,0,0,299,291,116,0,0,144,170,76,0,0,0,154,136,200,0,0,0,114,161,127,103,61,0,0,0,82,125,134,0,0,0,208,137,92,0,0,0,0,0,0,0,0,0
PkV-RF01_g587,0,0,0,0,0,0,0,0,0,0,0,17,25,8,0,0,0,50,88,65,0,0,0,0,0,37,126,71,0,0,0,100,131,58,0,0,73,68,45,0,0,0,54,22,89,0,0,0,42,66,69,83,23,0,0,0,82,64,47,0,0,0,95,75,32,0,0,0,0,0,0,0,0,0
PkV-RF01_g588,0,0,0,0,0,0,0,0,0,0,0,130,146,64,0,0,0,304,470,541,0,0,0,0,0,463,709,443,0,0,0,1238,1145,474,0,0,465,957,320,0,0,2,623,456,732,0,0,0,671,911,909,633,436,0,0,0,408,842,732,0,0,0,657,835,447,0,0,0,0,0,0,0,0,0
PkV-RF01_g589,0,0,0,0,0,0,0,0,0,0,0,7,4,2,0,0,0,12,24,15,0,0,0,0,0,12,23,15,0,0,0,29,32,14,0,0,19,20,3,0,0,0,36,8,18,0,0,0,12,15,24,73,9,0,0,0,11,10,19,0,0,0,19,15,9,0,0,0,0,0,0,0,0,0
PkV-RF01_g590,0,0,0,0,0,0,0,3,0,0,0,104,95,30,0,0,0,122,135,179,0,0,0,0,0,130,286,190,0,0,0,447,502,185,0,0,219,391,176,0,0,0,326,215,334,0,0,0,275,564,538,415,251,0,0,0,280,415,454,0,0,0,403,500,318,0,0,0,0,0,0,0,0,0
PkV-RF01_g591,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,9,15,15,0,0,0,0,0,14,38,17,0,0,0,54,60,15,0,0,23,47,13,0,0,0,27,24,35,0,0,0,30,30,52,39,8,0,0,0,13,27,30,0,0,0,11,32,11,0,0,0,0,0,0,0,0,0
PkV-RF01_g592,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0,0,0,13,19,20,0,0,0,0,0,25,49,16,0,0,0,51,56,36,0,0,48,55,33,0,0,0,60,38,47,0,0,0,40,80,48,71,21,0,0,0,49,45,40,0,0,0,32,41,26,0,0,0,0,0,0,0,0,0
PkV-RF01_g593,0,0,0,0,0,0,0,0,0,0,0,7,10,3,0,0,0,5,6,19,0,0,0,0,0,7,16,3,0,0,0,10,14,9,0,0,10,3,6,0,0,0,5,10,5,0,0,0,0,2,5,11,9,0,0,0,5,3,3,0,0,0,15,27,14,0,0,0,0,0,0,0,0,0
PkV-RF01_g594,0,0,0,0,0,0,0,0,0,0,0,16,7,4,0,0,0,13,30,30,0,0,0,0,0,9,20,25,0,0,0,35,29,11,0,0,20,23,10,0,0,0,28,27,30,0,0,0,36,68,100,147,30,0,0,0,150,70,138,0,0,0,90,59,50,0,0,0,0,0,4,0,0,0
PkV-RF01_g595,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,5,10,12,0,0,0,0,0,11,13,8,0,0,0,20,26,1,0,0,6,27,2,0,0,0,11,15,17,0,0,0,9,14,19,36,6,0,0,0,19,8,11,0,0,0,11,13,11,0,0,0,0,0,0,0,0,0
PkV-RF01_g596,0,0,0,0,0,0,0,0,0,0,0,10,6,5,0,0,0,17,20,21,0,0,0,0,0,5,27,12,0,0,0,14,34,16,0,0,9,11,12,0,0,0,7,6,5,0,0,0,13,16,20,14,11,0,0,0,2,4,11,0,0,0,19,16,15,0,0,0,0,0,0,0,0,0
PkV-RF01_g597,0,1,0,0,0,0,0,4,0,0,0,30,37,16,0,0,0,33,40,66,0,0,0,0,0,55,57,26,0,0,0,56,73,33,0,0,28,55,31,0,0,0,31,22,26,0,0,0,45,66,75,58,28,0,0,0,60,76,57,0,0,0,71,99,73,0,0,0,0,1,0,0,0,0
PkV-RF01_g598,0,0,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,8,16,11,0,0,0,0,0,11,16,6,0,0,0,23,24,7,0,0,12,21,6,0,0,0,14,13,16,0,0,0,19,27,65,75,24,0,0,0,121,46,64,0,0,0,70,72,51,0,0,0,0,0,0,0,0,0
PkV-RF01_g599,0,0,0,0,0,0,0,0,0,0,0,11,5,3,0,0,0,20,26,32,0,0,0,0,0,28,87,41,0,0,0,92,110,64,0,0,71,101,42,0,0,0,100,79,144,0,0,0,166,266,252,201,105,0,0,0,131,173,210,0,0,0,161,144,99,0,0,0,0,0,0,0,0,0
PkV-RF01_g600,0,0,0,0,0,0,0,0,0,0,0,3,6,1,0,0,0,7,14,10,0,0,0,0,0,32,37,29,0,0,0,68,76,34,0,0,36,107,27,0,0,0,71,43,70,0,0,0,99,112,143,109,50,0,0,0,81,88,101,0,0,0,63,61,32,0,0,0,0,0,0,0,0,0
PkV-RF01_g601,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0,0,0,22,27,46,0,0,0,0,0,91,210,94,0,0,0,445,500,164,0,0,299,556,213,0,0,0,467,300,549,0,0,0,600,878,936,797,451,0,0,0,545,824,745,0,0,0,463,538,370,0,0,0,0,0,0,0,0,0
PkV-RF01_g602,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,15,48,40,0,0,0,0,0,214,352,234,0,0,0,606,706,409,0,0,409,721,290,0,0,0,676,470,746,0,0,0,831,1568,1398,808,655,0,0,0,503,988,932,0,0,0,558,643,441,0,0,0,0,0,0,0,0,0
PkV-RF01_g603,1,1,0,2,0,0,0,0,0,0,0,0,10,3,0,0,0,15,19,36,0,0,0,0,0,155,223,177,0,0,0,523,583,299,0,0,292,569,187,0,0,0,406,326,522,0,0,0,596,906,902,554,535,0,0,0,368,936,541,0,0,0,368,456,304,0,0,0,0,0,0,0,0,0
PkV-RF01_g604,0,0,0,0,0,0,0,0,0,0,0,17,38,11,0,0,0,17,25,45,0,0,0,0,0,11,38,22,0,0,0,33,38,15,0,0,12,46,8,0,0,0,21,17,23,0,0,0,13,40,32,17,19,0,0,0,17,39,18,0,0,0,51,114,45,0,0,0,0,0,0,0,0,0
PkV-RF01_g605,0,0,0,0,0,0,4,2,0,0,0,48,84,32,0,0,0,76,102,109,0,0,0,0,0,48,78,53,0,0,0,89,112,42,0,0,30,76,28,0,0,0,36,28,62,0,0,0,28,54,69,58,26,0,0,0,36,40,45,0,0,0,186,235,121,0,0,0,0,0,0,0,0,0
PkV-RF01_g606,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,10,0,0,0,0,0,6,7,3,0,0,0,4,8,7,0,0,13,10,4,0,0,0,11,16,14,0,0,0,21,52,72,106,20,0,0,0,52,30,55,0,0,0,23,19,13,0,0,0,0,0,0,0,0,0
PkV-RF01_g607,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,2,2,6,0,0,0,0,0,1,6,1,0,0,0,4,4,0,0,0,1,1,0,0,0,0,1,2,1,0,0,0,2,8,4,18,1,0,0,0,16,3,4,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0
PkV-RF01_g608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,20,0,0,0,0,11,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PkV-RF01_g609,0,0,0,0,0,0,0,1,0,0,0,7,4,0,0,0,0,5,3,14,0,0,0,0,0,0,13,6,0,0,0,4,22,5,0,0,9,9,2,0,0,0,6,12,15,0,0,0,7,12,15,27,3,0,0,0,6,7,20,0,0,0,20,16,24,0,0,0,0,0,0,0,0,0
PkV-RF01_g610,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,7,2,5,0,0,0,0,0,2,5,7,0,0,0,8,8,3,0,0,3,6,3,0,0,0,5,4,11,0,0,0,5,9,15,10,2,0,0,0,22,1,16,0,0,0,19,15,4,0,0,0,0,0,0,0,0,0
PkV-RF01_g611,0,0,0,0,0,0,0,0,0,0,0,22,40,11,0,0,0,25,22,53,0,0,0,0,0,5,22,17,0,0,0,28,19,15,0,0,18,33,3,0,0,0,12,14,18,0,0,0,82,93,805,448,265,0,0,0,2502,1997,2629,0,0,0,3503,2904,2373,0,0,0,2,0,0,0,0,0
PkV-RF01_g612,0,0,0,0,0,0,0,0,0,0,0,25,52,17,0,0,0,28,53,65,0,0,0,0,0,27,54,21,0,0,0,78,52,30,0,0,28,49,12,0,0,0,25,15,18,0,0,0,11,36,21,16,17,0,0,0,19,34,39,0,0,0,124,137,78,0,0,0,0,0,0,0,0,0
PkV-RF01_g613,0,0,0,0,0,0,0,0,0,0,0,27,13,5,0,0,0,14,24,28,0,0,0,0,0,4,30,10,0,0,0,28,40,6,0,0,10,35,14,0,0,0,6,12,21,0,0,0,12,32,32,57,19,0,0,0,45,17,30,0,0,0,56,63,34,0,0,0,0,0,0,0,0,0
PkV-RF01_g614,0,0,0,0,0,0,0,0,0,0,0,23,31,20,0,0,0,31,57,90,0,0,0,0,0,57,94,58,0,0,0,107,102,49,0,0,65,94,27,0,0,0,48,46,78,0,0,0,72,99,118,106,66,0,0,0,91,102,96,0,0,0,152,135,70,0,0,0,0,0,0,0,0,0
PkV-RF01_g615,0,0,0,0,0,0,0,0,0,0,0,40,40,11,0,0,0,92,184,201,0,0,0,0,0,185,326,224,0,0,0,360,431,157,0,0,172,296,118,0,0,0,208,204,235,0,0,0,152,295,181,195,109,0,0,0,124,161,180,0,0,0,229,281,176,0,0,0,0,0,0,0,0,0
PkV-RF01_g616,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,11,20,0,0,0,0,0,8,23,17,0,0,0,15,28,13,0,0,15,18,12,0,0,0,17,16,18,0,0,0,30,50,13,46,12,0,0,0,40,24,24,0,0,0,27,16,12,0,0,0,0,0,0,0,0,0
PkV-RF01_g617,0,0,0,0,0,0,0,0,0,0,0,11,26,1,0,0,0,11,12,29,0,0,0,0,0,14,22,7,0,0,0,34,27,17,0,0,14,8,8,0,0,0,26,11,15,0,0,0,29,28,22,29,19,0,0,0,27,25,26,0,0,0,40,32,26,0,0,0,0,0,0,0,0,0
PkV-RF01_g618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,4,3,4,0,0,0,0,7,1,0,0,1,2,3,0,0,0,1,1,0,0,0,0,3,11,2,20,1,0,0,0,10,2,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
PkV-RF01_g619,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,8,18,24,0,0,0,0,0,10,23,19,0,0,0,36,38,17,0,0,22,36,14,0,0,0,24,16,30,0,0,0,26,41,58,45,20,0,0,0,28,27,28,0,0,0,37,32,19,0,0,0,0,0,0,0,0,0
PkV-RF01_g620,0,0,0,0,0,0,0,0,0,0,0,6,5,2,0,0,0,7,9,25,0,0,0,0,0,12,25,9,0,0,0,38,41,12,0,0,11,16,11,0,0,0,33,12,25,0,0,0,9,35,14,31,7,0,0,0,6,10,37,0,0,0,20,27,14,0,0,0,0,0,0,0,0,0
PkV-RF01_g621,0,0,0,0,0,0,0,0,0,0,0,33,29,9,0,0,0,27,66,67,0,0,0,0,0,20,63,25,0,0,0,72,63,34,0,0,32,56,19,0,0,0,31,13,48,0,0,0,18,37,33,45,11,0,0,0,21,20,25,0,0,0,59,51,36,0,0,0,0,0,0,0,0,0
PkV-RF01_g622,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,0,10,9,23,0,0,0,0,0,8,14,8,0,0,0,28,38,7,0,0,14,30,4,0,0,0,17,18,13,0,0,0,25,35,41,50,20,0,0,0,33,29,28,0,0,0,38,18,13,0,0,0,0,0,0,0,0,0
PkV-RF01_g623,0,0,0,0,0,0,0,0,0,0,0,5,17,2,0,0,0,7,12,15,0,0,0,0,0,4,21,7,0,0,0,14,13,6,0,0,13,11,15,0,0,0,16,9,20,0,0,0,13,15,22,71,3,0,0,0,40,9,10,0,0,0,18,11,9,0,0,0,0,0,0,0,0,0
PkV-RF01_g624,0,0,0,0,0,0,0,0,0,0,0,5,27,7,0,0,0,53,71,86,0,0,0,0,0,51,103,61,0,0,0,157,145,61,0,0,70,110,28,0,0,0,87,70,84,0,0,0,52,80,96,61,43,0,0,0,57,50,75,0,0,0,86,80,55,0,0,0,0,0,0,0,0,0
PkV-RF01_g625,0,0,0,0,0,0,0,0,0,0,0,22,23,8,0,0,0,54,100,123,0,0,0,0,0,81,155,91,0,0,0,189,180,69,0,0,75,130,58,0,0,0,93,59,124,0,0,0,58,129,112,96,57,0,0,0,76,85,97,0,0,0,93,105,51,0,0,0,0,0,0,0,0,0
PkV-RF01_g626,0,0,0,0,0,0,0,0,0,0,0,40,43,14,0,0,0,44,68,84,0,0,0,0,0,15,68,25,0,0,0,76,84,26,0,0,22,69,14,0,0,0,44,22,43,0,0,0,38,47,83,52,31,0,0,0,46,65,48,0,0,0,76,69,55,0,0,0,0,0,0,0,0,0
PkV-RF01_g627,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,1,5,0,0,0,0,0,0,1,8,0,0,0,7,5,3,0,0,4,2,1,0,0,0,3,0,4,0,0,0,2,1,5,9,0,0,0,0,2,0,0,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0
PkV-RF01_g628,0,0,0,0,0,0,0,1,0,0,0,135,130,56,0,0,0,136,231,268,0,0,0,0,0,129,267,169,0,0,0,367,373,158,0,0,183,268,103,0,0,0,200,129,265,0,0,0,213,363,452,391,156,0,0,0,395,320,390,0,0,0,453,483,265,0,0,0,0,0,0,0,0,0
PkV-RF01_g629,0,0,0,0,0,0,0,0,0,0,0,7,9,1,0,0,0,12,17,15,0,0,0,0,0,6,25,10,0,0,0,19,29,14,0,0,30,25,16,0,0,0,18,16,19,0,0,0,16,21,33,31,9,0,0,0,17,9,25,0,0,0,14,13,7,0,0,0,0,0,0,0,0,0
PkV-RF01_g630,0,0,0,0,0,0,0,0,0,0,0,43,54,9,0,0,0,53,101,111,0,0,0,0,0,66,106,68,0,0,0,126,122,50,0,0,63,90,37,0,0,1,61,51,72,0,0,0,56,110,63,80,42,0,0,0,54,62,55,0,0,0,118,124,124,0,0,0,0,0,0,0,0,0
PkV-RF01_g631,0,0,0,0,0,0,0,0,0,0,0,45,43,9,0,0,0,62,139,129,0,0,0,0,0,74,113,31,0,0,0,101,117,75,0,0,52,67,25,0,0,0,43,41,52,0,0,0,20,45,58,65,19,0,0,0,25,37,27,0,0,0,98,62,55,0,0,0,0,0,0,0,0,0
PkV-RF01_g632,0,0,2,0,0,0,0,3,0,0,0,113,110,37,0,0,0,100,155,119,0,0,0,0,0,57,109,90,0,0,0,101,151,70,0,0,40,73,31,0,0,1,38,36,65,0,0,0,32,50,51,77,29,0,0,0,38,47,45,0,0,0,159,226,158,0,0,0,0,0,0,0,0,0
PkV-RF01_g633,0,0,0,0,0,0,0,0,0,0,0,60,68,18,0,0,0,62,111,120,0,0,0,0,0,55,147,65,0,0,0,164,205,61,0,0,95,138,70,0,0,0,93,73,104,0,0,0,76,103,101,121,73,0,0,0,73,102,108,0,0,0,143,144,110,0,0,0,0,0,0,0,0,0
PkV-RF01_g634,0,0,0,0,0,0,0,0,0,0,0,71,79,21,0,0,0,97,138,115,0,0,0,0,0,58,164,100,0,0,0,176,144,78,0,0,89,140,54,0,0,1,92,62,125,0,0,0,115,211,276,301,128,0,0,0,202,204,343,0,0,0,240,286,187,0,0,0,0,0,0,0,0,0
PkV-RF01_g635,0,0,0,0,0,0,0,0,0,0,0,19,15,3,0,0,0,10,14,17,0,0,0,0,0,12,21,16,0,0,0,46,30,23,0,0,21,47,7,0,0,0,43,23,30,0,0,0,51,67,71,96,9,0,0,0,47,29,48,0,0,0,55,31,29,0,0,0,0,0,0,0,0,0
PkV-RF01_g636,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,8,3,0,0,0,0,0,6,19,6,0,0,0,13,32,14,0,0,14,23,2,0,0,0,23,18,43,0,0,0,33,82,58,83,24,0,0,0,46,30,42,0,0,0,24,42,25,0,0,0,0,0,0,0,0,0
PkV-RF01_g637,0,0,0,0,0,0,0,0,0,0,0,13,15,16,0,0,0,33,38,54,0,0,0,0,0,64,152,88,0,0,0,205,213,147,0,0,180,209,113,0,0,0,250,153,288,0,0,0,371,678,825,627,332,0,0,0,582,601,778,0,0,0,452,500,361,0,0,1,0,0,0,0,0,0
PkV-RF01_g638,0,0,0,0,0,0,0,0,0,0,0,9,21,6,0,0,0,16,26,38,0,0,0,0,0,54,93,64,0,0,0,113,145,106,0,0,83,110,47,0,0,0,113,75,171,0,0,0,164,266,287,141,112,0,0,0,94,125,183,0,0,0,117,125,71,0,0,0,0,0,0,0,0,0
PkV-RF01_g639,0,0,0,0,0,0,0,0,0,0,0,7,7,5,0,0,0,13,16,23,0,0,0,0,0,9,36,8,0,0,0,38,38,20,0,0,31,52,14,0,0,0,18,22,36,0,0,0,43,116,131,136,37,0,0,0,143,105,134,0,0,0,90,95,55,0,0,0,0,0,0,0,0,0
PkV-RF01_g640,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,1,8,11,0,0,0,0,0,2,10,3,0,0,0,15,20,10,0,0,14,6,5,0,0,0,12,10,28,0,0,0,16,24,24,26,13,0,0,0,39,9,17,0,0,0,10,12,6,0,0,0,1,0,11,0,0,0
PkV-RF01_g641,0,0,0,0,0,0,1,0,0,0,0,12,10,0,0,0,0,9,14,27,0,0,0,0,0,14,27,9,0,0,0,14,27,10,0,0,15,22,6,0,0,0,12,15,14,0,0,0,16,32,9,10,9,0,0,0,5,7,8,0,0,0,19,19,8,0,0,0,0,0,0,0,0,0
PkV-RF01_g642,0,0,0,0,0,0,0,1,0,0,0,26,13,10,0,0,0,36,47,82,0,0,0,0,0,32,82,30,0,0,0,96,96,38,0,0,44,75,19,0,0,3,50,35,42,0,0,0,40,64,56,59,29,0,0,0,52,43,48,0,0,0,34,49,41,0,0,0,0,0,0,0,0,0
PkV-RF01_g643,0,0,0,0,0,0,0,0,0,0,0,10,4,4,0,0,0,4,15,13,0,0,0,0,0,6,13,8,0,0,0,29,21,10,0,0,16,21,2,0,0,0,9,9,21,0,0,0,17,36,73,79,16,0,0,0,72,27,50,0,0,0,34,28,17,0,0,0,0,0,0,0,0,0
PkV-RF01_g644,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,0,0,10,15,10,0,0,0,0,0,1,34,13,0,0,0,27,28,18,0,0,8,23,7,0,0,0,25,8,28,0,0,0,42,67,80,58,24,0,0,0,70,69,87,0,0,0,54,55,39,0,0,0,0,0,0,0,0,0
PkV-RF01_g645,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,2,4,2,0,0,0,0,0,6,7,6,0,0,0,19,15,2,0,0,10,11,9,0,0,0,11,6,18,0,0,0,25,44,64,62,24,0,0,0,47,40,48,0,0,0,28,34,14,0,0,0,0,0,0,0,0,0
PkV-RF01_g646,0,0,0,0,0,0,0,0,0,0,0,14,10,8,0,0,0,10,22,28,0,0,0,0,0,11,35,5,0,0,0,26,29,11,0,0,14,26,8,0,0,0,9,11,7,0,0,0,17,17,38,21,17,0,0,0,17,26,36,0,0,0,41,37,19,0,0,0,0,0,0,0,0,0
PkV-RF01_g647,0,0,0,0,0,0,0,0,0,0,0,23,34,17,0,0,0,62,117,151,0,0,0,0,0,184,250,235,0,0,0,594,554,214,0,0,323,483,183,0,0,0,462,309,601,0,0,0,573,745,711,540,349,0,0,0,315,475,523,0,0,0,415,484,299,0,0,0,0,0,3,0,0,0
PkV-RF01_g648,1,0,0,0,0,0,2,3,0,0,0,20,32,11,0,0,0,26,35,61,0,0,0,0,0,72,107,87,0,0,0,97,179,61,0,0,93,113,80,0,0,0,136,88,176,0,0,0,145,228,184,153,103,0,0,0,103,116,185,0,0,0,118,110,100,0,0,0,0,0,0,0,0,0
PkV-RF01_g649,0,0,0,0,0,0,0,0,0,0,0,24,28,7,0,0,0,17,38,44,0,0,0,0,0,21,34,30,0,0,0,87,50,27,0,0,28,70,13,0,0,0,29,32,40,0,0,0,29,39,51,50,23,0,0,0,26,21,30,0,0,0,56,66,29,0,0,0,0,0,0,0,0,0
PkV-RF01_g650,0,0,0,0,0,0,0,0,0,0,0,2,6,4,0,0,0,9,19,33,0,0,0,0,0,8,34,15,0,0,0,28,25,15,0,0,26,31,9,0,0,0,16,14,23,0,0,0,10,22,24,11,8,0,0,0,17,13,19,0,0,0,29,21,23,0,0,0,0,0,0,0,0,0
PkV-RF01_g651,0,0,0,0,0,0,0,0,0,0,0,70,83,28,0,0,0,100,176,200,0,0,0,0,0,115,157,84,0,0,0,219,202,99,0,0,78,146,56,0,0,1,82,61,109,0,0,0,107,142,112,102,54,0,0,0,59,105,79,0,0,0,163,199,144,0,0,0,0,0,0,0,0,0
PkV-RF01_g652,0,0,0,0,0,0,0,0,0,0,0,2,5,4,0,0,0,5,8,8,0,0,0,0,0,3,9,8,0,0,0,7,10,5,0,0,6,3,4,0,0,0,4,5,7,0,0,0,0,2,5,34,3,0,0,0,20,6,4,0,0,0,12,6,10,0,0,0,0,0,0,0,0,0
