Gene,Sample_01-a01va,Sample_02-a01vb,Sample_03-a01vc,Sample_04-a01ca,Sample_05-a01cb,Sample_06-a01cc,Sample_07-a02vb,Sample_08-a02vc,Sample_09-a02ca,Sample_10-a02cb,Sample_11-a02cc,Sample_12-a04va,Sample_13-a04vb,Sample_14-a04vc,Sample_15-a04ca,Sample_16-a04cb,Sample_17-a04cc,Sample_18-a05va,Sample_19-a05vb,Sample_20-a05vc,Sample_21-a05ca,Sample_22-a05cb,Sample_23-a05cc,Sample_24-a06ca,Sample_25-a06cb,Sample_26-a07va,Sample_27-a07vb,Sample_28-a07vc,Sample_29-a07ca,Sample_30-a07cb,Sample_31-a07cc,Sample_32-a08va,Sample_33-a08vb,Sample_34-a08vc,Sample_35-a08ca,Sample_36-a08cc,Sample_37-a09va,Sample_38-a09vb,Sample_39-a09vc,Sample_40-a09ca,Sample_41-a09cb,Sample_42-a09cc,Sample_43-a10va,Sample_44-a10vb,Sample_45-a10vc,Sample_46-a10ca,Sample_47-a10cb,Sample_48-a10cc,Sample_49-a12va,Sample_50-a12vb,Sample_51-a13va,Sample_52-a13vb,Sample_53-a13vc,Sample_54-a13ca,Sample_55-a13cb,Sample_56-a13cc,Sample_57-a14va,Sample_58-a14vb,Sample_59-a14vc,Sample_60-a14ca,Sample_61-a14cb,Sample_62-a14cc,Sample_63-a17va,Sample_64-a17vb,Sample_65-a17vc,Sample_66-a17ca,Sample_67-a17cb,Sample_68-a17cc,Sample_69-arva,Sample_70-arvb,Sample_71-arvc,Sample_72-arca,Sample_73-arcb,Sample_74-arcc
PkV-RF01_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PkV-RF01_g2,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,1,5,0,0,0,0,0,1,6,1,0,0,0,0,4,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1,2,1,1,0,0,0,0,6,1,4,0,0,0,6,10,5,0,0,0,0,0,0,0,0,0
PkV-RF01_g3,0,0,0,0,0,0,0,2,0,0,0,33,27,10,0,0,0,33,45,41,0,0,0,0,0,12,31,15,0,0,0,12,27,11,0,0,8,23,10,0,0,1,20,9,9,0,0,0,6,9,32,15,15,0,0,0,13,3,15,0,0,0,73,88,66,0,0,0,0,0,0,0,0,0
PkV-RF01_g4,0,0,0,0,0,0,0,0,0,0,0,6,6,2,0,0,0,2,10,19,0,0,0,0,0,1,8,4,0,0,0,9,17,4,0,0,8,11,2,0,0,0,9,4,12,0,0,0,10,22,18,19,5,0,0,0,26,5,13,0,0,0,11,24,8,0,0,0,0,0,0,0,0,0
PkV-RF01_g5,4,0,0,0,0,0,8,7,0,0,0,37,28,10,0,0,0,26,37,48,0,0,0,0,0,14,22,24,0,0,0,28,15,10,0,0,12,24,7,0,0,0,11,17,14,0,0,0,10,20,17,21,3,0,0,0,23,33,34,0,0,0,51,80,36,0,0,0,0,0,0,0,0,0
PkV-RF01_g6,0,0,0,0,0,0,0,1,0,0,0,18,14,6,0,0,0,14,23,19,0,0,0,0,0,19,19,5,0,0,0,18,24,13,0,0,20,34,8,0,0,0,11,14,14,0,0,0,16,61,63,37,19,0,0,0,30,54,39,0,0,0,36,71,36,0,0,0,0,0,0,0,0,0
PkV-RF01_g7,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,8,9,7,0,0,0,0,0,17,11,11,0,0,0,21,35,20,0,0,9,29,10,0,0,0,26,18,26,0,0,0,63,98,149,102,50,0,0,0,90,80,75,0,0,0,61,61,33,0,0,0,0,0,0,0,0,0
PkV-RF01_g8,0,0,0,0,0,0,0,0,0,0,0,1,11,4,0,0,0,4,18,8,0,0,0,0,0,3,12,7,0,0,0,22,23,8,0,0,17,24,12,0,0,0,10,8,16,0,0,0,19,41,47,62,18,0,0,0,59,49,40,0,0,0,37,31,23,0,0,0,0,0,0,0,0,0
PkV-RF01_g9,9,21,5,0,0,0,50,32,0,0,0,410,475,205,0,0,0,1060,940,697,0,0,0,0,0,832,775,444,0,0,0,840,907,1037,0,0,524,536,357,0,0,6,531,488,753,0,0,0,514,1356,765,297,280,0,0,0,338,663,841,0,0,0,1702,834,1145,0,0,0,6,0,1,0,0,0
PkV-RF01_g10,0,0,0,0,0,0,3,2,0,0,0,65,79,35,0,0,0,203,192,171,0,0,0,0,0,394,472,300,0,0,0,679,826,786,0,0,689,534,384,0,0,0,854,753,1014,0,0,0,861,2110,1529,576,541,0,0,0,380,1010,1360,0,0,0,1412,610,764,0,0,0,0,0,0,0,0,0
PkV-RF01_g11,16,9,7,0,0,0,33,42,0,0,0,191,248,89,0,0,0,268,308,312,0,0,0,0,0,135,222,143,0,0,0,249,272,154,0,0,84,214,63,0,0,3,97,78,151,0,0,0,138,253,299,160,123,0,0,0,149,219,257,0,0,0,472,531,389,0,0,0,9,0,0,0,0,0
PkV-RF01_g12,0,0,0,0,0,0,4,1,0,0,0,32,47,14,0,0,0,42,62,65,0,0,0,0,0,19,60,36,0,0,0,48,54,29,0,0,35,49,15,0,0,0,39,25,28,0,0,0,19,37,39,42,14,0,0,0,26,9,28,0,0,0,72,107,53,0,0,0,0,0,0,0,0,0
PkV-RF01_g13,0,0,0,0,0,0,0,3,0,0,0,79,78,34,0,0,0,67,128,155,0,0,0,0,0,42,101,54,0,0,0,91,112,56,0,0,63,63,24,0,0,0,27,33,45,0,0,0,33,67,75,102,39,0,0,0,70,58,66,0,0,0,142,168,131,0,0,0,0,0,0,0,0,0
PkV-RF01_g14,0,0,0,0,0,0,0,0,0,0,0,49,42,13,0,0,0,24,88,108,0,0,0,0,0,28,80,42,0,0,0,91,95,30,0,0,40,54,22,0,0,0,32,33,43,0,0,0,17,37,29,56,31,0,0,0,47,21,40,0,0,0,90,57,64,0,0,0,0,0,0,0,0,0
PkV-RF01_g15,0,0,0,0,0,0,0,0,0,0,0,18,23,2,0,0,0,8,35,35,0,0,0,0,0,36,63,30,0,0,0,64,110,38,0,0,58,61,38,0,0,0,84,46,85,0,0,0,110,168,127,177,68,0,0,0,98,101,133,0,0,0,68,86,66,0,0,0,0,0,0,0,0,0
PkV-RF01_g16,10,8,2,0,0,0,17,28,0,0,0,169,245,65,0,0,0,145,196,254,0,0,0,0,0,100,165,110,0,0,0,130,209,67,0,0,48,97,40,0,0,0,54,54,65,0,0,0,70,112,95,119,52,0,0,0,88,87,137,0,0,0,272,417,270,0,0,0,3,2,5,0,0,0
PkV-RF01_g17,0,0,0,0,0,0,0,0,0,0,0,12,10,2,0,0,0,14,28,26,0,0,0,0,0,26,37,24,0,0,0,74,105,27,0,0,33,78,17,0,0,0,48,22,89,0,0,0,441,693,1934,1582,751,0,0,0,2593,2349,3091,0,0,0,1767,1835,1253,0,0,0,0,0,2,0,0,0
PkV-RF01_g18,0,0,0,0,0,0,0,0,0,0,0,10,10,2,0,0,0,15,16,30,0,0,0,0,0,1,32,12,0,0,0,14,31,15,0,0,25,14,7,0,0,0,28,22,30,0,0,0,25,46,30,55,12,0,0,0,22,28,25,0,0,0,32,25,21,0,0,0,0,0,0,0,0,0
PkV-RF01_g19,0,0,0,0,0,0,0,0,0,0,0,61,43,22,0,0,0,45,95,102,0,0,0,0,0,30,93,43,0,0,0,82,96,28,0,0,27,51,40,0,0,0,34,34,37,0,0,0,33,42,22,39,28,0,0,0,27,19,36,0,0,0,90,74,61,0,0,0,0,0,0,0,0,0
PkV-RF01_g20,0,0,0,0,0,0,0,0,0,0,0,12,8,4,0,0,0,23,34,38,0,0,0,0,0,34,88,35,0,0,0,98,78,42,0,0,61,72,19,0,0,0,69,37,82,0,0,0,62,153,110,136,45,0,0,0,68,62,84,0,0,0,81,80,46,0,0,0,0,0,0,0,0,0
PkV-RF01_g21,0,0,0,0,0,0,0,0,0,0,0,30,35,8,0,0,0,28,43,41,0,0,0,0,0,20,44,23,0,0,0,41,46,12,0,0,20,29,12,0,0,0,15,14,25,0,0,0,16,34,37,38,11,0,0,0,19,28,30,0,0,0,45,76,57,0,0,0,0,0,0,0,0,0
PkV-RF01_g22,0,0,0,0,0,0,0,0,0,0,0,14,9,6,0,0,0,13,17,33,0,0,0,0,0,12,14,7,0,0,0,20,29,8,0,0,13,30,5,0,0,0,12,12,20,0,0,0,13,15,43,26,16,0,0,0,37,30,41,0,0,0,28,55,26,0,0,0,0,0,0,0,0,0
PkV-RF01_g23,1,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,15,10,17,0,0,0,0,0,23,15,20,0,0,0,50,97,23,0,0,20,35,19,0,0,0,40,34,37,0,0,0,861,1320,3078,3670,1106,0,0,0,7607,7521,5321,0,0,0,3694,3100,2755,0,0,0,1,0,9,0,0,0
PkV-RF01_g24,0,0,0,0,0,0,0,0,0,0,0,18,23,7,0,0,0,66,91,93,0,0,0,0,0,92,210,167,0,0,0,357,343,155,0,0,217,305,118,0,0,0,315,230,347,0,0,0,411,580,636,404,262,0,0,0,286,452,449,0,0,0,343,319,245,0,0,0,0,0,0,0,0,0
PkV-RF01_g25,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,12,9,2,0,0,0,0,0,7,26,6,0,0,0,19,21,21,0,0,9,12,6,0,0,0,10,18,27,0,0,0,19,17,14,11,10,0,0,0,12,15,17,0,0,0,22,16,6,0,0,0,0,0,0,0,0,0
PkV-RF01_g26,16,9,8,0,0,0,16,35,0,0,0,142,142,53,0,0,0,98,149,235,0,0,0,0,0,59,138,48,0,0,0,79,135,48,0,0,57,47,25,0,0,1,45,60,49,0,0,0,57,94,103,163,27,0,0,0,134,103,118,0,0,0,293,395,310,0,0,0,0,0,0,0,0,0
PkV-RF01_g27,0,0,0,0,0,0,0,0,0,0,0,16,26,10,0,0,0,59,68,77,0,0,0,0,0,90,146,99,0,0,0,272,319,115,0,0,149,274,115,0,0,0,174,164,307,0,0,0,302,464,466,367,227,0,0,0,303,382,376,0,0,0,285,316,215,0,0,0,7,0,25,0,0,0
PkV-RF01_g28,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,7,8,0,0,0,0,0,13,20,12,0,0,0,12,23,12,0,0,11,13,7,0,0,0,12,15,9,0,0,0,7,22,10,12,8,0,0,0,24,7,12,0,0,0,7,6,5,0,0,0,0,0,0,0,0,0
PkV-RF01_g29,0,0,0,0,0,0,0,0,0,0,0,44,28,27,0,0,0,40,69,78,0,0,0,0,0,33,69,58,0,0,0,102,104,44,0,0,39,82,41,0,0,0,53,32,70,0,0,0,46,41,66,56,40,0,0,0,31,34,48,0,0,0,76,117,54,0,0,0,0,0,0,0,0,0
PkV-RF01_g30,0,0,0,0,0,0,0,0,0,0,0,15,7,6,0,0,0,23,24,35,0,0,0,0,0,42,60,32,0,0,0,78,66,30,0,0,41,70,26,0,0,2,45,23,28,0,0,0,25,32,30,32,29,0,0,0,28,30,31,0,0,0,33,46,36,0,0,0,0,0,0,0,0,0
PkV-RF01_g31,0,0,0,0,0,0,0,0,0,0,0,8,5,4,0,0,0,5,7,13,0,0,0,0,0,15,19,7,0,0,0,1,13,4,0,0,4,7,1,0,0,0,8,10,6,0,0,0,3,5,12,20,3,0,0,0,8,3,7,0,0,0,12,23,11,0,0,0,0,0,0,0,0,0
PkV-RF01_g32,0,0,0,0,0,0,0,0,0,0,0,13,9,2,0,0,0,22,39,40,0,0,0,0,0,29,54,29,0,0,0,104,104,43,0,0,50,101,39,0,0,0,44,46,62,0,0,0,45,98,66,77,43,0,0,0,52,46,76,0,0,0,50,54,39,0,0,0,0,0,0,0,0,0
PkV-RF01_g33,0,0,0,0,0,0,0,0,0,0,0,21,26,6,0,0,0,47,90,111,0,0,0,0,0,60,129,85,0,0,0,203,217,89,0,0,69,189,81,0,0,0,78,89,168,0,0,0,119,223,211,188,111,0,0,0,214,204,266,0,0,0,123,172,116,0,0,0,0,0,0,0,0,0
PkV-RF01_g34,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,13,10,19,0,0,0,0,0,9,43,17,0,0,0,35,37,14,0,0,32,27,26,0,0,0,42,21,23,0,0,0,24,45,47,46,22,0,0,0,48,31,64,0,0,0,23,35,35,0,0,0,0,0,0,0,0,0
PkV-RF01_g35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,2,0,2,0,0,0,0,0,4,0,0,0,3,1,4,22,8,0,0,0,21,3,3,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0
PkV-RF01_g36,0,0,0,0,0,0,0,0,0,0,0,10,11,2,0,0,0,8,15,17,0,0,0,0,0,15,19,7,0,0,0,46,42,21,0,0,35,26,11,0,0,0,34,14,32,0,0,0,37,61,86,79,35,0,0,0,69,67,58,0,0,0,53,47,28,0,0,0,0,0,0,0,0,0
PkV-RF01_g37,0,0,0,0,0,0,0,0,0,0,0,8,12,4,0,0,0,9,33,49,0,0,0,0,0,54,84,41,0,0,0,158,120,69,0,0,98,119,47,0,0,0,114,82,147,0,0,0,143,279,252,326,116,0,0,0,222,154,241,0,0,0,114,117,99,0,0,0,0,0,0,0,0,0
PkV-RF01_g38,0,0,0,0,0,0,0,0,0,0,0,11,10,5,0,0,0,30,38,25,0,0,0,0,0,117,214,90,0,0,0,314,425,201,0,0,275,312,138,0,0,0,372,294,387,0,0,0,504,1181,854,1157,338,0,0,0,653,713,719,0,0,0,414,501,302,0,0,0,0,0,0,0,0,0
PkV-RF01_g39,0,0,0,0,0,0,0,0,0,0,0,41,32,14,0,0,0,67,92,110,0,0,0,0,0,64,132,114,0,0,0,303,332,146,0,0,174,309,132,0,0,0,222,172,271,0,0,0,373,385,520,416,254,0,0,0,283,402,304,0,0,0,276,303,133,0,0,0,12,2,73,0,0,0
PkV-RF01_g40,0,0,0,0,0,0,0,0,0,0,0,12,14,4,0,0,0,20,32,28,0,0,0,0,0,29,38,32,0,0,0,50,87,37,0,0,43,45,12,0,0,0,36,24,44,0,0,0,33,78,46,67,40,0,0,0,67,49,42,0,0,0,60,47,43,0,0,0,0,0,0,0,0,0
PkV-RF01_g41,0,0,0,0,0,0,0,0,0,0,0,62,71,20,0,0,0,48,85,81,0,0,0,0,0,21,75,43,0,0,0,69,106,42,0,0,22,59,18,0,0,0,50,32,37,0,0,0,24,53,43,41,25,0,0,0,51,34,54,0,0,0,131,139,89,0,0,0,0,0,0,0,0,0
PkV-RF01_g42,0,0,0,0,0,0,1,2,0,0,0,228,257,101,0,0,0,233,399,420,0,0,0,0,0,229,490,270,0,0,0,645,688,246,0,0,300,508,205,0,0,0,363,274,457,0,0,0,330,534,534,489,272,0,0,0,276,330,422,0,0,0,607,644,401,0,0,0,0,0,0,0,0,0
PkV-RF01_g43,0,0,0,0,0,0,0,2,0,0,0,34,47,13,0,0,0,39,61,88,0,0,0,0,0,32,99,44,0,0,0,76,108,43,0,0,56,79,19,0,0,1,64,41,75,0,0,0,54,71,54,142,33,0,0,0,44,47,73,0,0,0,84,90,65,0,0,0,0,0,0,0,0,0
PkV-RF01_g44,0,0,0,0,0,0,1,7,0,0,0,454,633,195,0,0,0,492,682,828,0,0,0,0,0,454,852,579,0,0,0,1268,1271,440,0,0,508,841,375,0,0,2,687,530,836,0,0,0,674,1030,1002,737,477,0,0,0,437,751,773,0,0,0,1326,1560,861,0,0,0,0,0,1,0,0,0
PkV-RF01_g45,0,0,0,0,0,0,0,0,0,0,0,103,113,32,0,0,0,92,102,132,0,0,0,0,0,88,146,119,0,0,0,205,225,91,0,0,105,187,59,0,0,0,134,87,152,0,0,0,529,799,2681,2360,859,0,0,0,4002,3069,3894,0,0,0,3250,3285,2454,0,0,0,0,1,2,0,0,0
PkV-RF01_g46,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,3,14,8,0,0,0,0,0,12,19,4,0,0,0,13,18,7,0,0,10,12,5,0,0,0,5,7,7,0,0,0,11,17,56,61,13,0,0,0,197,74,124,0,0,0,262,168,197,0,0,0,0,0,0,0,0,0
PkV-RF01_g47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,5,2,0,0,0,10,6,1,0,0,1,2,3,0,0,0,7,1,10,0,0,0,7,10,12,39,6,0,0,0,23,20,14,0,0,0,4,4,5,0,0,0,0,0,0,0,0,0
PkV-RF01_g48,0,0,0,0,0,0,0,1,0,0,0,26,35,14,0,0,0,48,92,69,0,0,0,0,0,81,125,55,0,0,0,175,165,62,0,0,126,247,73,0,0,0,260,162,274,0,0,0,1481,2443,2985,2584,1185,0,0,0,1919,2414,2767,0,0,0,1067,1411,890,0,0,0,0,0,0,0,0,0
PkV-RF01_g49,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,8,4,12,0,0,0,0,0,4,25,7,0,0,0,14,7,10,0,0,8,6,2,0,0,0,6,10,5,0,0,0,7,11,7,28,2,0,0,0,32,4,7,0,0,0,5,4,9,0,0,0,0,0,0,0,0,0
PkV-RF01_g50,0,0,0,0,0,0,0,0,0,0,0,8,6,3,0,0,0,17,46,83,0,0,0,0,0,43,64,31,0,0,0,72,91,32,0,0,46,62,27,0,0,0,27,36,45,0,0,0,16,36,47,41,17,0,0,0,10,18,34,0,0,0,29,38,37,0,0,0,0,0,0,0,0,0
PkV-RF01_g51,0,0,0,0,0,0,0,0,0,0,0,78,90,22,0,0,0,125,237,207,0,0,0,0,0,89,218,110,0,0,0,168,265,115,0,0,104,175,60,0,0,1,159,90,165,0,0,0,174,392,464,473,138,0,0,0,450,273,490,0,0,0,326,343,294,0,0,0,0,0,0,0,0,0
PkV-RF01_g52,0,0,0,0,0,0,0,0,0,0,0,10,9,3,0,0,0,29,34,53,0,0,0,0,0,43,30,27,0,0,0,101,108,32,0,0,25,84,21,0,0,0,32,32,54,0,0,0,66,89,132,115,80,0,0,0,162,129,164,0,0,0,117,99,58,0,0,0,0,0,0,0,0,0
PkV-RF01_g53,0,0,0,0,0,0,0,0,0,0,0,82,92,33,0,0,0,194,325,337,0,0,0,0,0,228,400,242,0,0,0,475,514,214,0,0,242,380,141,0,0,1,209,173,294,0,0,0,173,287,206,224,138,0,0,0,143,159,194,0,0,0,266,289,177,0,0,0,0,0,0,0,0,0
PkV-RF01_g54,0,0,0,0,0,0,0,0,0,0,0,44,63,16,0,0,0,152,237,348,0,0,0,0,0,282,525,380,0,0,0,824,952,325,0,0,397,889,260,0,0,0,562,389,567,0,0,0,556,697,717,516,350,0,0,0,365,704,515,0,0,0,423,604,384,0,0,0,0,0,0,0,0,0
PkV-RF01_g55,0,0,0,0,0,0,0,0,0,0,0,8,15,2,0,0,0,27,46,71,0,0,0,0,0,96,164,86,0,0,0,278,258,110,0,0,132,265,120,0,0,0,191,121,225,0,0,0,212,297,300,251,130,0,0,0,130,172,211,0,0,0,126,160,123,0,0,0,0,0,0,0,0,0
PkV-RF01_g56,0,0,0,0,0,0,0,0,0,0,0,3,10,2,0,0,0,29,31,44,0,0,0,0,0,39,79,46,0,0,0,95,140,42,0,0,60,83,40,0,0,0,72,70,106,0,0,0,83,143,74,69,38,0,0,0,45,52,64,0,0,0,58,67,68,0,0,0,0,0,0,0,0,0
PkV-RF01_g57,0,0,0,0,0,0,0,0,0,0,0,12,5,1,0,0,0,13,20,17,0,0,0,0,0,24,39,23,0,0,0,80,55,42,0,0,49,74,35,0,0,0,56,30,68,0,0,0,43,108,87,102,32,0,0,0,106,51,73,0,0,0,59,48,46,0,0,0,0,0,0,0,0,0
PkV-RF01_g58,0,0,0,0,0,0,1,3,0,0,0,16,12,4,0,0,0,10,20,20,0,0,0,0,0,2,24,9,0,0,0,13,26,9,0,0,8,11,2,0,0,0,10,3,4,0,0,0,11,19,3,30,6,0,0,0,16,16,17,0,0,0,30,39,30,0,0,0,0,0,0,0,0,0
PkV-RF01_g59,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,7,11,0,0,0,0,0,17,26,6,0,0,0,28,55,28,0,0,29,37,17,0,0,0,33,30,62,0,0,0,51,128,73,135,34,0,0,0,80,54,79,0,0,0,44,35,27,0,0,0,0,0,0,0,0,0
PkV-RF01_g60,0,0,0,0,0,0,0,0,0,0,0,49,64,11,0,0,0,43,100,79,0,0,0,0,0,52,140,90,0,0,0,162,188,83,0,0,158,166,71,0,0,0,148,129,234,0,0,0,131,272,235,248,139,0,0,0,150,169,183,0,0,0,163,179,132,0,0,0,0,0,0,0,0,0
PkV-RF01_g61,0,0,0,0,0,0,0,0,0,0,0,18,32,9,0,0,0,47,63,74,0,0,0,0,0,108,179,143,0,0,0,416,395,141,0,0,199,378,141,0,0,0,273,198,348,0,0,0,375,512,539,569,247,0,0,0,369,418,402,0,0,0,335,372,248,0,0,0,0,1,0,0,0,0
PkV-RF01_g62,0,0,0,0,0,0,3,0,0,0,0,113,121,33,0,0,0,131,199,211,0,0,0,0,0,72,148,83,0,0,0,199,223,122,0,0,108,140,49,0,0,3,111,97,149,0,0,0,114,208,162,179,77,0,0,0,128,138,162,0,0,0,207,254,204,0,0,0,0,0,0,0,0,0
PkV-RF01_g63,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,0,0,4,15,5,0,0,0,0,0,1,13,6,0,0,0,13,18,17,0,0,11,17,3,0,0,0,17,8,7,0,0,0,14,29,26,41,14,0,0,0,27,16,20,0,0,0,18,25,18,0,0,0,0,0,0,0,0,0
PkV-RF01_g64,0,0,0,0,0,0,0,0,0,0,0,9,2,2,0,0,0,9,17,14,0,0,0,0,0,9,33,7,0,0,0,36,27,20,0,0,23,40,12,0,0,0,13,6,32,0,0,0,23,57,61,68,12,0,0,0,47,18,39,0,0,0,35,21,10,0,0,0,0,0,0,0,0,0
PkV-RF01_g65,0,0,0,0,0,0,0,1,0,0,0,14,16,10,0,0,0,35,67,47,0,0,0,0,0,54,117,69,0,0,0,162,151,64,0,0,88,127,47,0,0,0,86,59,120,0,0,0,111,182,201,168,89,0,0,0,133,117,139,0,0,0,120,99,71,0,0,0,0,0,0,0,0,0
PkV-RF01_g66,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,6,13,16,0,0,0,0,0,11,12,13,0,0,0,30,30,11,0,0,16,20,5,0,0,0,16,14,16,0,0,0,32,45,48,47,19,0,0,0,27,15,26,0,0,0,29,18,15,0,0,0,0,0,0,0,0,0
PkV-RF01_g67,0,0,0,0,0,0,0,0,0,0,0,4,12,2,0,0,0,16,14,25,0,0,0,0,0,67,77,64,0,0,0,218,175,72,0,0,113,219,65,0,0,0,143,110,190,0,0,0,247,325,368,235,157,0,0,0,177,244,232,0,0,0,160,214,132,0,0,0,2,0,0,0,0,0
PkV-RF01_g68,0,1,0,0,0,0,0,2,0,0,0,56,56,27,0,0,0,60,76,81,0,0,0,0,0,12,50,26,0,0,0,22,37,10,0,0,16,23,12,0,0,0,26,11,13,0,0,0,15,19,31,20,5,0,0,0,18,10,20,0,0,0,102,145,117,0,0,0,0,0,0,0,0,0
PkV-RF01_g69,3,0,0,0,0,0,7,8,0,0,0,116,184,34,0,0,0,86,164,122,0,0,0,0,0,60,106,51,0,0,0,66,78,57,0,0,38,42,14,0,0,0,38,41,52,0,0,0,33,58,48,60,17,0,0,0,58,46,51,0,0,0,214,317,183,0,0,0,0,0,0,0,0,0
PkV-RF01_g70,0,0,0,0,0,0,0,5,0,0,0,57,50,15,0,0,0,52,72,78,0,0,0,0,0,22,76,45,0,0,0,81,91,29,0,0,45,48,10,0,0,0,47,17,42,0,0,0,42,48,36,60,23,0,0,0,54,28,30,0,0,0,74,50,69,0,0,0,0,0,0,0,0,0
PkV-RF01_g71,0,0,0,0,0,0,0,0,0,0,0,14,25,10,0,0,0,21,33,45,0,0,0,0,0,21,29,30,0,0,0,41,35,24,0,0,14,24,12,0,0,0,11,8,20,0,0,0,12,18,23,15,14,0,0,0,25,16,36,0,0,0,27,44,27,0,0,0,0,0,0,0,0,0
PkV-RF01_g72,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,14,21,25,0,0,0,0,0,18,18,14,0,0,0,21,35,7,0,0,21,36,9,0,0,0,11,10,12,0,0,0,46,66,103,90,36,0,0,0,112,89,106,0,0,0,67,64,28,0,0,0,0,0,1,0,0,0
PkV-RF01_g73,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,6,9,17,0,0,0,0,0,6,4,2,0,0,0,8,13,5,0,0,6,9,1,0,0,0,5,0,12,0,0,0,22,15,44,41,17,0,0,0,41,16,40,0,0,0,11,19,13,0,0,0,0,0,0,0,0,0
PkV-RF01_g74,0,0,0,0,0,0,0,1,0,0,0,42,47,19,0,0,0,44,72,98,0,0,0,0,0,34,90,39,0,0,0,67,93,32,0,0,34,55,18,0,0,0,36,34,51,0,0,0,29,51,79,56,22,0,0,0,64,61,73,0,0,0,68,108,76,0,0,0,0,0,0,0,0,0
PkV-RF01_g75,0,0,0,0,0,0,2,3,0,0,0,36,70,17,0,0,0,33,41,54,0,0,0,0,0,12,27,18,0,0,0,18,17,14,0,0,12,15,10,0,0,0,22,14,11,0,0,0,7,34,25,18,13,0,0,0,26,19,18,0,0,0,94,119,65,0,0,0,0,0,0,0,0,0
PkV-RF01_g76,1,0,1,0,0,0,4,1,0,0,0,7,6,4,0,0,0,13,8,12,0,0,0,0,0,3,15,3,0,0,0,9,6,1,0,0,9,4,2,0,0,0,5,0,4,0,0,0,6,4,11,9,7,0,0,0,16,0,6,0,0,0,31,26,13,0,0,0,0,0,0,0,0,0
PkV-RF01_g77,0,0,0,0,0,0,0,2,0,0,0,42,58,18,0,0,0,46,58,88,0,0,0,0,0,23,46,24,0,0,0,41,54,14,0,0,13,46,14,0,0,0,22,5,27,0,0,0,16,30,17,27,18,0,0,0,24,40,29,0,0,0,98,122,70,0,0,0,0,0,0,0,0,0
PkV-RF01_g78,0,0,0,0,0,0,1,0,0,0,0,84,125,51,0,0,0,110,196,235,0,0,0,0,0,83,146,79,0,0,0,186,198,68,0,0,64,134,50,0,0,2,86,62,88,0,0,0,457,623,3273,2430,1046,0,0,0,6863,4301,6607,0,0,0,7182,5576,4664,0,0,0,0,3,5,0,0,0
PkV-RF01_g79,0,0,0,0,0,0,0,0,0,0,0,109,135,33,0,0,0,132,197,197,0,0,0,0,0,73,122,98,0,0,0,159,184,70,0,0,59,136,55,0,0,0,86,43,98,0,0,0,66,62,55,49,45,0,0,0,77,91,63,0,0,0,227,236,169,0,0,0,7,0,32,0,0,0
PkV-RF01_g80,0,0,0,0,0,0,0,0,0,0,0,6,8,1,0,0,0,9,27,16,0,0,0,0,0,39,48,20,0,0,0,77,59,25,0,0,37,64,31,0,0,0,60,40,66,0,0,0,61,120,75,87,40,0,0,0,34,71,40,0,0,0,50,59,45,0,0,0,0,0,0,0,0,0
PkV-RF01_g81,0,0,0,0,0,0,0,0,0,0,0,11,11,3,0,0,0,7,8,14,0,0,0,0,0,8,22,6,0,0,0,20,38,12,0,0,3,7,3,0,0,0,3,18,14,0,0,0,5,12,11,27,10,0,0,0,10,2,10,0,0,0,10,9,19,0,0,0,0,0,0,0,0,0
PkV-RF01_g82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,6,5,0,0,0,4,4,3,0,0,8,6,1,0,0,0,8,0,8,0,0,0,3,24,24,35,5,0,0,0,21,10,21,0,0,0,12,17,11,0,0,0,0,0,0,0,0,0
