"","Sample_01-a01va","Sample_02-a01vb","Sample_03-a01vc","Sample_04-a01ca","Sample_05-a01cb","Sample_06-a01cc","Sample_07-a02vb","Sample_08-a02vc","Sample_09-a02ca","Sample_10-a02cb","Sample_11-a02cc","Sample_12-a04va","Sample_13-a04vb","Sample_14-a04vc","Sample_15-a04ca","Sample_16-a04cb","Sample_17-a04cc","Sample_18-a05va","Sample_19-a05vb","Sample_20-a05vc","Sample_21-a05ca","Sample_22-a05cb","Sample_23-a05cc","Sample_24-a06ca","Sample_25-a06cb","Sample_26-a07va","Sample_27-a07vb","Sample_28-a07vc","Sample_29-a07ca","Sample_30-a07cb","Sample_31-a07cc","Sample_32-a08va","Sample_33-a08vb","Sample_34-a08vc","Sample_35-a08ca","Sample_36-a08cc","Sample_37-a09va","Sample_38-a09vb","Sample_39-a09vc","Sample_40-a09ca","Sample_41-a09cb","Sample_42-a09cc","Sample_43-a10va","Sample_44-a10vb","Sample_45-a10vc","Sample_46-a10ca","Sample_47-a10cb","Sample_48-a10cc","Sample_49-a12va","Sample_50-a12vb","Sample_51-a13va","Sample_52-a13vb","Sample_53-a13vc","Sample_54-a13ca","Sample_55-a13cb","Sample_56-a13cc","Sample_57-a14va","Sample_58-a14vb","Sample_59-a14vc","Sample_60-a14ca","Sample_61-a14cb","Sample_62-a14cc","Sample_63-a17va","Sample_64-a17vb","Sample_65-a17vc","Sample_66-a17ca","Sample_67-a17cb","Sample_68-a17cc","Sample_69-arva","Sample_70-arvb","Sample_71-arvc","Sample_72-arca","Sample_73-arcb","Sample_74-arcc"
"gene_86",0,0,0,0,0,0,0,2,0,0,0,28,57,12,0,0,0,45,83,87,0,0,0,0,0,54,107,46,0,0,0,105,152,59,0,0,82,114,27,0,0,0,89,56,65,0,0,0,38,72,116,56,39,0,0,0,39,38,60,0,0,0,82,100,69,0,0,0,0,0,0,0,0,0
"gene_87",0,0,0,0,0,0,0,0,0,0,0,18,12,3,0,0,0,18,22,37,0,0,0,0,0,26,32,11,0,0,0,24,35,19,0,0,12,22,6,0,0,0,16,2,18,0,0,0,15,17,11,37,13,0,0,0,17,27,11,0,0,0,27,24,17,0,0,0,0,0,0,0,0,0
"gene_88",0,0,0,0,0,0,0,0,0,0,0,19,24,5,0,0,0,24,44,30,0,0,0,0,0,17,49,39,0,0,0,45,54,21,0,0,17,33,20,0,0,0,21,10,29,0,0,0,24,48,47,36,13,0,0,0,26,14,44,0,0,0,52,57,33,0,0,0,0,0,0,0,0,0
"gene_89",0,0,0,0,0,0,1,4,0,0,0,59,66,24,0,0,0,78,91,117,0,0,0,0,0,41,96,36,0,0,0,73,112,33,0,0,17,60,15,0,0,0,40,11,34,0,0,0,30,49,60,40,28,0,0,0,30,36,40,0,0,0,125,180,108,0,0,0,0,0,0,0,0,0
"gene_90",0,0,0,0,0,0,0,0,0,0,0,2,10,10,0,0,0,11,15,24,0,0,0,0,0,6,17,7,0,0,0,29,5,4,0,0,24,42,12,0,0,0,54,38,47,0,0,0,1954,2569,4907,3214,2003,0,0,0,3488,4757,5661,0,0,0,2487,3185,1908,0,0,0,3,0,2,0,0,0
"gene_91",0,0,0,0,0,0,0,0,0,0,0,11,12,4,0,0,0,12,32,34,0,0,0,0,0,12,21,3,0,0,0,42,18,16,0,0,19,59,15,0,0,0,70,43,78,0,0,0,2585,3618,7135,4574,2821,0,0,0,4735,6916,8298,0,0,0,3467,4776,2718,0,0,0,2,0,0,0,0,0
"gene_92",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,5,5,0,0,0,0,0,2,11,5,0,0,0,8,4,7,0,0,8,4,2,0,0,0,2,0,3,0,0,0,45,97,330,261,121,0,0,0,418,305,525,0,0,0,281,286,178,0,0,0,0,0,0,0,0,0
"gene_93",0,0,0,0,0,0,0,0,0,0,0,49,68,15,0,0,0,50,84,107,0,0,0,0,0,41,101,55,0,0,0,101,102,38,0,0,37,78,23,0,0,0,36,31,40,0,0,0,19,58,62,56,17,0,0,0,22,42,66,0,0,0,107,111,63,0,0,0,0,0,0,0,0,0
"gene_94",0,0,0,0,0,0,0,0,0,0,0,32,19,12,0,0,0,23,60,48,0,0,0,0,0,20,65,18,0,0,0,40,70,33,0,0,17,41,14,0,0,0,28,16,40,0,0,0,8,44,40,32,14,0,0,0,26,12,29,0,0,0,59,55,46,0,0,0,0,0,0,0,0,0
"gene_95",0,0,0,0,0,0,0,0,0,0,0,17,27,3,0,0,0,29,56,51,0,0,0,0,0,45,89,45,0,0,0,104,105,41,0,0,95,152,40,0,0,0,100,82,105,0,0,0,181,274,295,277,138,0,0,0,196,199,280,0,0,0,118,147,138,0,0,0,0,0,2,0,0,0
"gene_96",0,0,0,0,0,0,0,1,0,0,0,22,25,7,0,0,0,15,32,40,0,0,0,0,0,5,40,9,0,0,0,20,36,15,0,0,21,23,17,0,0,0,20,14,33,0,0,0,21,58,49,74,27,0,0,0,50,26,71,0,0,0,46,75,48,0,0,0,0,0,0,0,0,0
"gene_97",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,4,7,0,0,0,0,0,13,11,4,0,0,0,17,12,6,0,0,16,23,3,0,0,0,14,13,20,0,0,0,33,46,94,144,21,0,0,0,86,71,110,0,0,0,41,40,38,0,0,0,0,0,0,0,0,0
"gene_98",0,0,0,0,0,0,0,0,0,0,0,6,6,5,0,0,0,23,32,29,0,0,0,0,0,28,49,48,0,0,0,124,117,65,0,0,74,115,53,0,0,0,87,48,122,0,0,0,96,143,179,162,70,0,0,0,106,146,171,0,0,0,92,119,60,0,0,0,0,0,0,0,0,0
"gene_99",1,0,0,0,0,0,0,0,0,0,0,15,19,5,0,0,0,33,57,61,0,0,0,0,0,49,66,52,0,0,0,98,113,61,0,0,69,76,38,0,0,0,85,53,98,0,0,0,66,101,96,98,42,0,0,0,86,46,83,0,0,0,81,71,40,0,0,0,0,0,0,0,0,0
"gene_100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,4,23,25,116,3,0,0,0,107,21,32,0,0,0,16,11,7,0,0,0,0,0,0,0,0,0
"gene_101",0,0,0,0,0,0,0,0,0,0,0,4,6,2,0,0,0,8,15,14,0,0,0,0,0,13,21,9,0,0,0,18,27,24,0,0,8,20,4,0,0,0,20,15,31,0,0,0,16,33,24,42,29,0,0,0,18,35,23,0,0,0,32,28,23,0,0,0,0,0,0,0,0,0
"gene_102",0,0,0,0,0,0,0,0,0,0,0,12,12,3,0,0,0,17,31,33,0,0,0,0,0,27,39,17,0,0,0,39,48,19,0,0,23,32,20,0,0,0,36,29,30,0,0,0,20,59,79,78,23,0,0,0,63,61,80,0,0,0,59,73,49,0,0,0,0,0,0,0,0,0
"gene_103",0,0,0,0,0,0,0,0,0,0,0,27,34,9,0,0,0,16,37,29,0,0,0,0,0,25,32,28,0,0,0,34,58,21,0,0,12,44,14,0,0,0,25,15,45,0,0,0,30,83,87,86,37,0,0,0,70,36,71,0,0,0,70,73,61,0,0,0,0,0,0,0,0,0
"gene_104",0,0,0,0,0,0,0,0,0,0,0,26,47,13,0,0,0,47,62,71,0,0,0,0,0,30,99,44,0,0,0,124,107,45,0,0,53,102,44,0,0,0,74,38,94,0,0,0,83,121,126,184,62,0,0,0,110,110,80,0,0,0,116,111,93,0,0,0,0,0,0,0,0,0
"gene_105",0,0,0,0,0,0,0,0,0,0,0,10,8,3,0,0,0,10,16,21,0,0,0,0,0,10,40,11,0,0,0,29,29,10,0,0,18,30,5,0,0,0,12,6,9,0,0,0,9,25,19,25,4,0,0,0,13,9,7,0,0,0,19,19,13,0,0,0,0,0,0,0,0,0
"gene_106",151,1634,103,756,88,724,103,228,202,128,264,227,347,176,100,280,212,236,309,356,262,302,258,541,172,325,525,326,226,172,146,758,860,358,208,139,432,634,343,159,75,117,633,516,773,138,100,92,669,1087,1095,756,542,169,148,160,539,771,775,178,179,251,622,653,441,151,210,128,0,0,0,7,0,0
"gene_107",0,0,0,0,0,0,0,0,0,0,0,121,146,39,0,0,0,112,216,215,0,0,0,0,0,83,221,110,0,0,0,197,212,75,0,0,104,145,67,0,0,3,101,79,124,0,0,0,67,113,82,116,53,0,0,0,98,61,103,0,0,0,178,260,171,0,0,0,0,0,0,0,0,0
"gene_108",0,0,0,0,0,0,0,0,0,0,0,32,55,9,0,0,0,73,118,125,0,0,0,0,0,47,149,95,0,0,0,183,192,70,0,0,73,122,66,0,0,0,95,73,103,0,0,0,77,136,117,127,56,0,0,0,99,96,82,0,0,0,117,128,81,0,0,0,0,0,0,0,0,0
"gene_109",0,0,0,0,0,0,0,0,0,0,0,44,36,23,0,0,0,67,107,124,0,0,0,0,0,67,203,76,0,0,0,178,298,122,0,0,122,180,93,0,0,1,185,120,203,0,0,0,137,359,213,310,98,0,0,0,242,151,253,0,0,0,209,197,123,0,0,0,0,0,0,0,0,0
"gene_110",0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,3,7,0,0,0,0,0,8,2,6,0,0,0,7,2,2,0,0,3,1,4,0,0,0,0,1,0,0,0,0,0,5,2,43,0,0,0,0,24,1,2,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0
"gene_111",0,0,0,0,0,0,0,0,0,0,0,27,29,3,0,0,0,47,42,58,0,0,0,0,0,31,63,43,0,0,0,72,84,36,0,0,65,88,32,0,0,0,49,37,54,0,0,0,60,110,85,67,38,0,0,0,68,58,75,0,0,0,86,92,70,0,0,0,0,0,0,0,0,0
"gene_112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,3,1,0,0,0,5,0,5,0,0,0,1,6,0,14,1,0,0,0,14,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"gene_113",0,0,0,0,0,0,0,0,0,0,0,12,7,2,0,0,0,17,13,20,0,0,0,0,0,12,18,10,0,0,0,17,32,18,0,0,23,36,12,0,0,0,16,11,22,0,0,0,13,45,60,49,20,0,0,0,47,27,36,0,0,0,24,29,19,0,0,0,0,0,0,0,0,0
"gene_114",0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,3,11,14,0,0,0,0,0,8,19,11,0,0,0,18,31,8,0,0,16,11,7,0,0,0,15,3,11,0,0,0,12,25,14,43,10,0,0,0,12,8,32,0,0,0,31,17,9,0,0,0,0,0,0,0,0,0
"gene_115",0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,13,26,14,0,0,0,0,1,19,42,25,0,0,0,33,43,16,0,0,30,34,18,0,0,0,49,22,35,0,0,0,40,62,73,58,14,0,0,0,51,60,60,0,0,0,46,53,47,0,0,0,0,0,0,0,0,0
"gene_116",0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,20,24,33,0,0,0,0,0,18,35,39,0,0,0,117,70,45,0,0,29,55,22,0,0,0,46,33,55,0,0,0,73,148,142,126,67,0,0,0,95,110,138,0,0,0,88,90,63,0,0,0,0,0,0,0,0,0
"gene_117",0,0,0,0,0,0,0,0,0,0,0,5,9,1,0,0,0,5,7,14,0,0,0,0,0,14,12,12,0,0,0,30,72,14,0,0,13,55,17,0,0,0,33,14,40,0,0,0,51,55,69,59,36,0,0,0,41,36,39,0,0,0,25,32,19,0,0,0,0,0,0,0,0,0
"gene_118",0,0,0,0,0,0,0,0,0,0,0,16,12,9,0,0,0,28,26,47,0,0,0,0,0,24,38,18,0,0,0,34,54,19,0,0,26,33,11,0,0,2,30,34,26,0,0,0,27,45,61,56,16,0,0,0,17,31,46,0,0,0,64,51,34,0,0,0,0,0,0,0,0,0
"gene_119",0,0,0,0,0,0,0,0,0,0,0,58,95,19,0,0,0,100,179,161,0,0,0,0,0,92,185,95,0,0,0,207,235,80,0,0,126,198,53,0,0,0,104,79,142,0,0,0,107,136,146,134,57,0,0,0,81,85,102,0,0,0,160,204,112,0,0,0,0,0,0,0,0,0
"gene_120",0,0,0,0,0,0,3,0,0,0,0,32,35,13,0,0,0,39,61,66,0,0,0,0,0,10,55,28,0,0,0,40,63,36,0,0,46,44,28,0,0,0,32,27,35,0,0,0,15,39,62,71,24,0,0,0,24,31,32,0,0,0,82,80,64,0,0,0,0,0,0,0,0,0
"gene_121",0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,3,12,10,0,0,0,0,0,13,23,12,0,0,0,18,18,5,0,0,12,23,5,0,0,0,13,6,24,0,0,0,26,38,22,38,8,0,0,0,26,11,22,0,0,0,15,23,12,0,0,0,0,0,0,0,0,0
"gene_122",0,0,0,0,0,0,0,0,0,0,0,14,17,7,0,0,0,9,20,26,0,0,0,0,0,7,26,4,0,0,0,28,25,22,0,0,16,20,9,0,0,0,21,6,17,0,0,0,13,36,21,45,5,0,0,0,31,9,26,0,0,0,29,19,24,0,0,0,0,0,0,0,0,0
"gene_123",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,5,11,11,0,0,0,0,0,1,27,11,0,0,0,22,21,19,0,0,9,19,6,0,0,0,19,14,25,0,0,0,20,27,32,35,8,0,0,0,26,11,22,0,0,0,17,11,11,0,0,0,0,0,0,0,0,0
"gene_124",0,0,0,0,0,0,0,0,0,0,0,18,19,16,0,0,0,34,46,53,0,0,0,0,0,22,36,26,0,0,0,45,35,21,0,0,12,26,17,0,0,0,15,10,19,0,0,0,6,23,14,26,4,0,0,0,12,11,8,0,0,0,28,37,24,0,0,0,0,0,0,0,0,0
"gene_125",0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,7,20,13,0,0,0,0,0,56,72,42,0,0,0,147,142,33,0,0,87,123,52,0,0,0,118,78,154,0,0,0,143,244,252,218,110,0,0,0,149,166,210,0,0,0,121,164,104,0,0,0,0,0,0,0,0,0
"gene_126",0,0,0,0,0,0,0,1,0,0,0,7,12,1,0,0,0,6,14,13,0,0,0,0,0,11,26,9,0,0,0,14,24,8,0,0,15,21,8,0,0,0,9,5,24,0,0,0,60,84,132,114,44,0,0,0,86,96,111,0,0,0,57,107,69,0,0,0,0,0,0,0,0,0
"gene_127",0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,5,14,16,0,0,0,0,0,3,4,4,0,0,0,15,10,4,0,0,11,8,0,0,0,0,6,1,9,0,0,0,11,15,25,23,13,0,0,0,35,11,29,0,0,0,19,9,17,0,0,0,0,0,0,0,0,0
"gene_128",0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,0,0,6,18,19,0,0,0,0,0,14,12,26,0,0,0,43,28,13,0,0,12,24,14,0,0,0,26,15,19,0,0,0,36,40,50,61,16,0,0,0,46,42,44,0,0,0,42,38,13,0,0,0,0,0,0,0,0,0
"gene_129",1,0,0,0,0,0,4,8,0,0,0,177,226,86,0,0,0,115,240,279,0,0,0,0,0,53,195,100,0,0,0,187,176,77,0,0,61,92,49,0,0,0,72,50,90,0,0,0,48,94,64,81,41,0,0,0,53,56,103,0,0,0,324,359,267,0,0,0,0,0,0,0,0,0
"gene_130",0,0,0,0,0,0,4,6,0,0,0,108,157,39,0,0,0,101,158,178,0,0,0,0,0,41,125,80,0,0,0,117,146,62,0,0,60,104,45,0,0,0,64,43,79,0,0,0,40,53,87,67,39,0,0,0,47,62,68,0,0,0,212,280,170,0,0,0,0,0,0,0,0,0
"gene_131",0,0,0,0,0,0,1,0,0,0,0,7,11,1,0,0,0,5,18,19,0,0,0,0,0,7,8,5,0,0,0,11,24,4,0,0,5,14,5,0,0,0,3,1,2,0,0,0,3,15,19,19,9,0,0,0,12,13,3,0,0,0,13,16,10,0,0,0,0,0,0,0,0,0
"gene_132",0,0,0,0,0,0,16,31,0,0,0,1586,1697,575,0,0,0,1896,2833,2969,0,0,0,0,0,1636,3344,2060,0,1,0,2967,3697,1598,0,0,1530,1936,1016,0,0,12,1942,1449,2002,0,0,0,1149,2220,1493,1299,921,0,0,0,1014,1285,1623,0,0,0,3615,4896,3356,0,0,0,0,0,0,0,0,0
"gene_133",0,0,0,0,0,0,0,1,0,0,0,41,36,12,0,0,0,37,42,69,0,0,0,0,0,15,43,32,0,0,0,32,53,19,0,0,29,26,16,0,0,3,30,24,26,0,0,0,12,49,44,82,17,0,0,0,51,19,36,0,0,0,80,75,49,0,0,0,0,0,0,0,0,0
"gene_134",0,0,0,0,0,0,0,0,0,0,0,18,12,12,0,0,0,16,26,22,0,0,0,0,0,11,24,10,0,0,0,14,16,10,0,0,10,15,6,0,0,0,11,14,10,0,0,0,10,17,13,61,12,0,0,0,47,16,19,0,0,0,17,18,19,0,0,0,0,0,0,0,0,0
"gene_135",0,0,0,0,0,0,0,0,0,0,0,8,12,2,0,0,0,6,20,21,0,0,0,0,0,15,35,13,0,0,0,37,31,17,0,0,26,31,20,0,0,0,34,12,44,0,0,0,26,61,47,71,30,0,0,0,42,42,49,0,0,0,27,35,31,0,0,0,0,0,0,0,0,0
"gene_136",0,0,0,0,0,0,0,0,0,0,0,14,13,4,0,0,0,13,20,28,0,0,0,0,0,9,26,15,0,0,0,29,32,11,0,0,21,19,3,0,0,0,13,9,14,0,0,0,7,15,24,20,8,0,0,0,13,9,19,0,0,0,12,17,11,0,0,0,0,0,0,0,0,0
"gene_137",0,0,0,0,0,0,0,0,0,0,0,58,54,17,0,0,0,56,87,116,0,0,0,0,0,54,109,82,0,0,0,89,154,66,0,0,48,104,34,0,0,0,47,48,76,0,0,0,64,95,97,78,33,0,0,0,72,53,64,0,0,0,99,115,78,0,0,0,0,0,0,0,0,0
"gene_138",0,0,0,0,0,0,0,0,0,0,0,85,93,41,0,0,0,118,183,238,0,0,0,0,0,92,244,140,0,0,0,264,318,110,0,0,110,213,72,0,0,0,105,112,202,0,0,0,135,203,229,201,89,0,0,0,180,140,193,0,0,0,227,249,161,0,0,0,0,0,0,0,0,0
"gene_139",0,0,0,0,0,0,0,0,0,0,0,21,22,4,0,0,0,21,22,45,0,0,0,0,0,11,22,13,0,0,0,11,49,7,0,0,11,23,3,0,0,0,20,13,17,0,0,0,10,10,9,16,13,0,0,0,13,12,5,0,0,0,33,21,24,0,0,0,0,0,0,0,0,0
"gene_140",3,0,0,0,0,0,0,1,0,0,0,25,28,9,0,0,0,28,33,59,0,0,0,0,0,33,62,26,0,0,0,42,66,15,0,0,23,46,12,0,0,0,24,24,19,0,0,0,28,41,27,35,17,0,0,0,26,18,35,0,0,0,65,85,66,0,0,0,0,0,0,0,0,0
"gene_141",0,0,0,0,0,0,1,1,0,0,0,85,83,25,0,0,0,46,65,104,0,0,0,0,0,21,66,33,0,0,0,53,51,21,0,0,22,33,10,0,0,0,26,27,34,0,0,0,10,23,37,43,16,0,0,0,18,37,39,0,0,0,135,182,109,0,0,0,0,0,0,0,0,0
"gene_142",0,0,0,0,0,0,2,1,0,0,0,31,49,18,0,1,0,27,45,51,0,0,0,0,0,13,47,15,0,0,0,43,60,19,0,0,15,16,17,0,0,0,26,15,34,1,0,0,18,21,26,42,23,0,0,0,35,10,30,0,0,0,78,90,61,0,0,1,0,0,3,0,0,0
"gene_143",0,0,0,0,0,0,0,0,0,0,0,11,18,4,0,0,0,24,36,35,0,0,0,0,0,23,67,43,0,0,0,117,117,40,0,0,74,118,45,0,0,0,88,58,112,0,0,0,109,204,195,172,91,0,0,0,96,126,158,0,0,0,129,103,71,0,0,0,0,0,0,0,0,0
"gene_144",0,0,0,0,0,0,0,2,0,0,0,23,18,8,0,0,0,20,58,62,0,0,0,0,0,129,237,155,0,0,0,497,478,150,0,0,318,413,206,0,0,0,464,321,566,0,0,0,659,872,999,730,402,0,0,0,474,602,781,0,0,0,530,559,340,0,0,0,2,0,0,0,0,0
"gene_145",0,0,0,0,0,0,0,0,0,0,0,29,16,2,0,0,0,3,24,25,0,0,0,0,0,3,15,3,0,0,0,12,27,9,0,0,11,8,1,0,0,0,9,9,4,0,0,0,7,12,32,15,3,0,0,0,25,11,11,0,0,0,20,34,34,0,0,0,0,0,0,0,0,0
"gene_146",0,0,0,0,0,0,0,0,0,0,0,9,25,9,0,0,0,30,55,65,0,0,0,0,0,182,218,138,0,0,0,499,534,249,0,0,260,428,186,0,0,0,417,261,483,0,0,0,568,838,933,706,405,0,0,0,422,634,653,0,0,0,451,495,304,0,0,0,1,0,0,0,0,0
"gene_147",0,0,0,0,0,0,2,3,0,0,0,16,23,8,0,0,0,14,35,45,0,0,0,0,0,28,92,54,0,0,0,92,92,50,0,0,105,90,53,0,0,0,109,88,166,0,0,0,130,193,217,254,87,0,0,0,162,106,136,0,0,0,139,102,80,0,0,0,0,0,0,0,0,0
"gene_148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,4,3,0,0,0,4,1,4,0,0,0,4,5,0,0,0,0,2,0,0,0,0,0,5,3,13,3,0,0,0,6,2,3,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0
"gene_149",0,0,0,0,0,0,0,2,0,0,0,12,13,5,0,0,0,6,18,20,0,0,0,0,0,3,15,4,0,0,0,8,13,4,0,0,3,4,3,0,0,0,6,6,7,0,0,0,10,8,8,23,5,0,0,0,10,3,7,0,0,0,30,29,21,0,0,0,0,0,0,0,0,0
"gene_150",0,0,0,0,0,0,0,0,0,0,0,45,69,25,0,0,0,73,138,142,0,0,0,0,0,50,157,66,0,0,0,140,170,63,0,0,43,102,50,0,0,0,81,79,72,0,0,0,50,56,58,68,21,0,0,0,43,42,47,0,0,0,101,129,78,0,0,0,0,0,2,0,0,0
"gene_151",0,0,0,0,0,0,0,0,0,0,0,46,56,15,0,0,0,54,72,95,0,0,0,0,0,33,65,51,0,0,0,67,123,37,0,0,38,74,26,0,0,0,44,36,55,0,0,0,26,54,53,55,24,0,0,0,29,37,47,0,0,0,91,84,62,0,0,0,0,0,0,0,0,0
"gene_152",0,0,0,0,0,0,0,0,0,0,0,19,24,10,0,0,0,83,87,109,0,0,0,0,0,90,198,110,0,0,0,287,202,110,0,0,156,208,54,0,0,0,134,104,254,0,0,0,145,258,233,345,96,0,0,0,196,123,171,0,0,0,141,121,91,0,0,0,0,0,0,0,0,0
"gene_153",0,0,0,0,0,0,0,0,0,0,0,25,23,7,0,0,0,40,64,64,0,0,1,0,0,51,141,83,0,0,0,155,216,74,0,0,124,126,71,0,0,1,137,113,160,0,0,0,115,170,204,224,81,0,0,0,180,140,182,0,0,0,123,115,52,0,0,0,2,2,3,0,0,0
"gene_154",0,0,0,0,0,0,0,0,0,0,0,16,13,9,0,0,0,13,18,36,0,0,0,0,0,7,16,15,0,0,0,11,24,9,0,0,7,9,2,0,0,0,3,3,11,0,0,0,6,11,13,29,2,0,0,0,16,9,7,0,0,0,22,50,22,0,0,0,0,0,0,0,0,0
"gene_155",0,0,0,0,0,0,0,0,0,0,0,4,7,7,0,0,0,4,18,15,0,0,0,0,0,13,25,7,0,0,0,41,43,12,0,0,22,23,8,0,0,0,31,26,28,0,0,0,28,49,54,56,17,0,0,0,25,24,37,0,0,0,29,40,17,0,0,0,0,0,0,0,0,0
"gene_156",0,0,0,0,0,0,0,0,0,0,0,9,14,1,0,0,0,9,9,9,0,0,0,0,0,15,38,12,0,0,0,28,45,25,0,0,35,32,10,0,0,0,29,12,46,0,0,0,26,59,82,81,28,0,0,0,62,45,49,0,0,0,35,36,17,0,0,0,0,0,0,0,0,0
"gene_157",5,5,2,2,2,0,0,1,0,0,2,9,6,4,0,1,0,12,26,28,2,1,2,3,1,21,55,23,3,1,1,82,84,33,0,2,76,78,47,1,1,0,83,47,102,0,1,0,79,121,178,144,71,1,0,0,109,88,107,0,0,1,89,63,54,1,2,1,5,0,0,0,1,1
"gene_158",0,0,0,0,0,0,0,0,0,0,0,12,7,2,0,0,0,1,9,22,0,0,0,0,0,30,40,14,0,0,0,86,55,31,0,0,46,57,19,0,0,0,55,38,85,0,0,0,51,98,100,96,42,0,0,0,94,74,89,0,0,0,58,49,24,0,0,0,0,0,0,0,0,0
"gene_159",0,0,0,0,0,0,0,0,0,0,0,148,211,86,0,0,0,266,437,526,0,0,0,0,0,328,564,375,0,0,0,938,1009,329,0,0,357,677,314,0,0,1,613,381,660,0,0,0,751,785,932,966,435,0,0,0,660,707,664,0,0,0,555,626,426,0,0,0,6,1,0,0,0,0
"gene_160",0,0,0,0,0,0,0,0,0,0,0,70,108,28,0,0,0,81,140,198,0,0,0,0,0,63,153,92,0,0,0,136,200,92,0,0,96,110,46,0,0,1,118,72,125,0,0,0,79,149,133,105,68,0,0,0,101,91,94,0,0,0,138,202,115,0,0,0,0,0,0,0,0,0
"gene_161",0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,0,0,4,3,3,0,0,0,0,0,5,1,0,0,0,0,9,0,2,0,0,2,6,2,0,0,0,1,0,2,0,0,0,1,3,1,6,1,0,0,0,1,6,3,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0
"gene_162",0,0,0,0,0,0,0,0,0,0,0,11,18,5,0,0,0,27,55,44,0,0,0,0,0,16,55,21,0,0,0,93,93,20,0,0,49,61,20,0,0,0,71,52,58,0,0,0,109,219,201,153,90,0,0,0,160,170,225,0,0,0,121,151,113,0,0,0,0,0,0,0,0,0
"gene_163",0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,4,16,14,0,0,0,0,0,4,25,16,0,0,0,37,26,16,0,0,20,31,9,0,0,0,24,6,34,0,0,0,103,149,258,138,86,0,0,0,141,212,207,0,0,0,82,136,74,0,0,0,0,0,0,0,0,0
"gene_164",0,0,0,0,0,0,0,0,0,0,0,5,10,3,0,0,0,13,14,31,0,0,0,0,0,15,24,17,0,0,0,67,46,28,0,0,24,68,14,0,0,0,34,20,35,0,0,0,142,185,257,197,141,0,0,0,135,246,302,0,0,0,126,164,101,0,0,0,0,0,0,0,0,0
"gene_165",0,0,0,0,0,0,0,0,0,0,0,15,16,6,0,0,0,51,50,97,0,0,0,0,0,51,107,68,0,0,0,128,151,94,0,0,61,94,51,0,0,0,84,49,115,0,0,0,75,161,181,207,69,0,0,0,129,96,119,0,0,0,100,97,53,0,0,0,0,0,0,0,0,0
"gene_166",0,0,0,0,0,0,0,0,0,0,0,29,21,8,0,0,0,58,92,128,0,0,0,0,0,117,163,115,0,0,0,247,203,98,0,0,103,212,82,0,0,0,153,132,166,0,0,0,142,238,188,210,94,0,0,0,122,154,166,0,0,0,106,157,67,0,0,0,0,0,0,0,0,0
"gene_167",0,0,0,0,0,0,0,0,0,0,0,22,22,9,0,0,0,25,61,72,0,0,0,0,0,30,103,74,0,0,0,115,117,67,0,0,66,99,36,0,0,0,79,54,82,0,0,0,43,59,64,54,41,0,0,0,20,35,66,0,0,0,46,66,52,0,0,0,0,0,0,0,0,0
"gene_168",0,0,0,0,0,0,0,0,0,0,0,36,31,9,0,0,0,22,68,54,0,0,0,0,0,17,58,21,0,0,0,49,45,29,0,0,18,41,10,0,0,0,23,36,29,0,0,0,22,56,28,69,11,0,0,0,41,17,37,0,0,0,78,59,50,0,0,0,0,0,0,0,0,0
"gene_169",0,0,0,0,0,0,0,0,0,0,0,11,13,4,0,0,0,58,118,118,0,0,0,0,0,217,452,255,0,0,0,654,836,357,0,0,487,673,316,0,0,3,680,428,682,0,0,0,754,1487,1364,1218,507,0,0,0,802,893,1005,0,0,0,561,680,475,0,0,0,0,0,0,0,0,0
"gene_170",0,0,0,0,0,0,0,0,0,0,0,71,69,20,0,0,0,68,104,157,0,0,0,0,0,66,124,67,0,0,0,142,137,75,0,0,62,80,54,0,0,0,86,63,83,0,0,0,37,82,97,85,48,0,0,0,58,32,67,0,0,0,151,119,81,0,0,0,0,0,0,0,0,0
