"","Sample_01-a01va","Sample_02-a01vb","Sample_03-a01vc","Sample_04-a01ca","Sample_05-a01cb","Sample_06-a01cc","Sample_07-a02vb","Sample_08-a02vc","Sample_09-a02ca","Sample_10-a02cb","Sample_11-a02cc","Sample_12-a04va","Sample_13-a04vb","Sample_14-a04vc","Sample_15-a04ca","Sample_16-a04cb","Sample_17-a04cc","Sample_18-a05va","Sample_19-a05vb","Sample_20-a05vc","Sample_21-a05ca","Sample_22-a05cb","Sample_23-a05cc","Sample_24-a06ca","Sample_25-a06cb","Sample_26-a07va","Sample_27-a07vb","Sample_28-a07vc","Sample_29-a07ca","Sample_30-a07cb","Sample_31-a07cc","Sample_32-a08va","Sample_33-a08vb","Sample_34-a08vc","Sample_35-a08ca","Sample_36-a08cc","Sample_37-a09va","Sample_38-a09vb","Sample_39-a09vc","Sample_40-a09ca","Sample_41-a09cb","Sample_42-a09cc","Sample_43-a10va","Sample_44-a10vb","Sample_45-a10vc","Sample_46-a10ca","Sample_47-a10cb","Sample_48-a10cc","Sample_49-a12va","Sample_50-a12vb","Sample_51-a13va","Sample_52-a13vb","Sample_53-a13vc","Sample_54-a13ca","Sample_55-a13cb","Sample_56-a13cc","Sample_57-a14va","Sample_58-a14vb","Sample_59-a14vc","Sample_60-a14ca","Sample_61-a14cb","Sample_62-a14cc","Sample_63-a17va","Sample_64-a17vb","Sample_65-a17vc","Sample_66-a17ca","Sample_67-a17cb","Sample_68-a17cc","Sample_69-arva","Sample_70-arvb","Sample_71-arvc","Sample_72-arca","Sample_73-arcb","Sample_74-arcc"
"gene_11",5.11646305159904,3.76858667464132,4.69879858870592,0,0,0,7.83128206277006,6.61208876046136,0,0,0,7.82176898471902,7.53060407758091,6.90534694605128,0,0,0,7.40716333157376,7.28571561609057,7.00941845443241,0,0,0,0,0,5.62503856046877,5.97488176169364,6.0765399872683,0,0,0,5.86520991689595,5.85534674534025,5.94935245431422,0,0,5.06544980963504,6.23808274899452,4.92756222201684,0,0,3.30673458723641,4.84769587523382,5.09727630032469,5.55322857056127,0,0,0,5.5057245353719,5.54869349497776,5.93994051314743,5.45943421939429,5.26761418402332,0,0,0,5.35156426497841,5.92439602424086,5.82680512079045,0,0,0,6.92083283063951,7.33221509778031,7.26542925217036,0,0,0,1.55080904956576,0,0,0,0,0
"gene_12",0,0,0,0,0,0,4.83816948881961,1.61273102029167,0,0,0,5.18509683732784,5.14518302935583,4.17863754039942,0,0,0,4.67969376251841,5.03593047431538,4.74753967410411,0,0,0,0,0,3.03160839930236,4.06838575296091,4.07237762551126,0,0,0,3.58334106597889,3.68177036588255,3.63228648065606,0,0,3.7443421667902,4.16230078392916,3.03028461793279,0,0,0,3.51742468906406,3.67530641835323,3.23566421284561,0,0,0,2.78799157959803,2.92502089115159,3.154129343678,3.62664328867942,2.34379688354421,0,0,0,2.95455610167346,1.59903786211177,2.90154697754155,0,0,0,4.28763204473896,5.00068563581146,4.44609829272232,0,0,0,0,0,0,0,0,0
"gene_13",0,0,0,0,0,0,0,2.84920869866369,0,0,0,6.45306932540799,5.74821063209014,5.50973855115453,0,0,0,5.30291461451734,5.90978130483037,5.96994589558947,0,0,0,0,0,4.01478130684165,4.73343104344982,4.77261373303592,0,0,0,4.37977492587047,4.56137972327534,4.49164037448075,0,0,4.61995251726301,4.51052351940579,3.70341674682476,0,0,0,3.05225624530271,4.0065145927928,3.96898413366693,0,0,0,3.54215361277196,3.75139477128819,4.01161434987012,4.69291121795866,3.70139502347581,0,0,0,4.12051228018707,4.00284873665612,3.97762027884018,0,0,0,5.14448899452167,5.63063760806244,5.69465649112195,0,0,0,0,0,0,0,0,0
"gene_14",0,0,0,0,0,0,0,0,0,0,0,5.90013796226503,5.02299009649066,4.2409023069829,0,0,0,3.99992473594549,5.60655137719241,5.58297019658669,0,0,0,0,0,3.56739807362009,4.6024048948157,4.51886301113881,0,0,0,4.54877556175357,4.45607681572308,3.73555301978897,0,0,4.09495934294724,4.4534588557738,3.69468896103497,0,0,0,3.47369911587755,4.13251372537226,3.94737976641915,0,0,0,2.74978353897718,3.18217728025833,2.87596484046319,4.09890276840797,3.50986198222571,0,0,0,3.85071122191137,3.05000253339752,3.36809917081607,0,0,0,4.64885277925365,4.29971279444499,4.77374044632752,0,0,0,0,0,0,0,0,0
"gene_15",0,0,0,0,0,0,0,0,0,0,0,4.30944199260229,3.98572579324951,1.750759125791,0,0,0,2.80597544948507,4.1409543514877,3.84170836162524,0,0,0,0,0,3.77817421989277,4.04050927995081,3.75810833882022,0,0,0,3.95180476734486,4.55274158019017,3.911910590132,0,0,4.51401995808239,4.45360288811885,4.27312054620239,0,0,0,4.52605529012555,4.44921731720503,4.67969124335345,0,0,0,5.13522554230239,4.92448029779741,4.70257109986563,5.51707031866922,4.43644149615582,0,0,0,4.67112390598717,4.77342998338844,4.93325536479069,0,0,0,4.0865890526465,4.63902362100477,4.65334588106849,0,0,0,0,0,0,0,0,0
"gene_16",4.59949937710758,3.66399896838224,3.04445916338097,0,0,0,6.88681233298708,5.98071392279547,0,0,0,7.54354676633844,7.39547071112306,6.37497328923936,0,0,0,6.38976053072091,6.55289640754793,6.67256420326064,0,0,0,0,0,5.20199134610141,5.40455794074679,5.64125097613514,0,0,0,4.87781643079861,5.46212336955309,4.73420840381223,0,0,4.21371329842817,5.09142202178952,4.30711047253023,0,0,0,3.9903587320019,4.75991735081731,4.37148955868238,0,0,0,4.52139470813961,4.3712749549249,4.28246830606384,4.98401573769276,4.07397625950356,0,0,0,4.58531022708375,4.56699754363314,4.94364059825191,0,0,0,6.05754654959967,6.91123794475175,6.68822895847742,0,0,0,0.740908822193066,0,1.85620972506763,0,0,0
"gene_17",0,0,0,0,0,0,0,0,0,0,0,3.7233399203366,2.86356809371965,1.71403143824748,0,0,0,3.07051587965692,3.82029011455098,3.5251485349235,0,0,0,0,0,3.32546415314995,3.31696549729979,3.4812687623941,0,0,0,4.11653194233476,4.51327984399778,3.39316621140458,0,0,3.605228272891,4.73759405763457,3.21778743935405,0,0,0,3.70495118119825,3.45437948427624,4.68735647761262,0,0,0,7.04981341949645,6.84077296232289,8.50568480266095,8.45913933558933,7.76700624693361,0,0,0,9.19969449467784,9.21317042319182,9.36043318302259,0,0,0,8.62499527411008,8.95686137033617,8.82927094767862,0,0,0,0,0,1.05917336412855,0,0,0
"gene_18",0,0,0,0,0,0,0,0,0,0,0,3.73087565023297,3.32122577568454,1.92294500577869,0,0,0,3.38933003313776,3.25422506854408,3.78602838712578,0,0,0,0,0,0.475358595963925,3.31752393250752,2.77701614311799,0,0,0,2.11095370820365,2.98242501381217,2.80252393834834,0,0,3.45958334871221,2.67664500343753,2.23525660889704,0,0,0,3.29412363606505,3.72319051021053,3.45858016903157,0,0,0,3.30494775708856,3.26338256563511,2.94938020965092,4.04025918062206,2.28624493315058,0,0,0,2.81294385179412,3.11772604841909,2.79404324122556,0,0,0,3.2389162203651,3.11683447528957,3.25987626522319,0,0,0,0,0,0,0,0,0
"gene_19",0,0,0,0,0,0,0,0,0,0,0,5.98075818175188,4.80925006296393,4.70809665022677,0,0,0,4.72334306965707,5.45758331560832,5.33824607185141,0,0,0,0,0,3.67953092557162,4.62200108810319,4.24195124070075,0,0,0,4.16785273219698,4.38722395717486,3.48843302244684,0,0,3.39095049019645,4.13720179739323,4.28331043891771,0,0,0,3.28121986276529,3.9768239914106,3.52014025914451,0,0,0,3.4398803866879,2.95432590427064,2.35104085330383,3.42313406809044,3.19919027668468,0,0,0,2.98872537463423,2.51394396671292,3.09321867453783,0,0,0,4.39155313326328,4.44468786748584,4.54553111645443,0,0,0,0,0,0,0,0,0
"gene_20",0,0,0,0,0,0,0,0,0,0,0,3.90408168965629,2.3988021875178,2.66902088801199,0,0,0,4.02097114496561,4.25068273426548,4.06999761273469,0,0,0,0,0,3.83506977742914,4.70360150853459,4.17688288260701,0,0,0,4.68021617201494,4.20496523664797,4.21420944245596,0,0,4.66111614768904,4.78624681900669,3.47219393013189,0,0,0,4.4216847799734,4.35101365085444,4.75981804926019,0,0,0,4.50060849018759,4.88284535075107,4.59735336858646,5.25253481844591,3.94267455099736,0,0,0,4.30280824740488,4.15770006427985,4.35637907167783,0,0,0,4.49833676226449,4.69983888809921,4.32820492576399,0,0,0,0,0,0,0,0,0
"gene_21",0,0,0,0,0,0,0,0,0,0,0,5.13684555841598,4.58871568599034,3.42348837862731,0,0,0,4.14777270597823,4.49745004916868,4.07011472121459,0,0,0,0,0,3.09067807883191,3.67771843124378,3.43321610693938,0,0,0,3.35993145615801,3.40630428839026,2.70037380853366,0,0,3.01155701653724,3.47452805018849,2.74886282852368,0,0,0,2.60308320911391,2.95841058247303,3.09095131899605,0,0,0,2.57526593830631,2.78598165919734,3.02049859108125,3.40565293523016,2.06896454083059,0,0,0,2.52015379428558,3.01645665931025,2.89888177866499,0,0,0,3.61057663664499,4.56347831254532,4.51515027646143,0,0,0,0,0,0,0,0,0
