N_unmapped	24464142
N_multimapping	1323770
N_noFeature	4163380
N_ambiguous	1216598
g105827	0
g71632	0
g23052	34
g11615	11
g49211	0
g26693	101
g62547	23
g8659	1
g23489	0
g70209	6
g93003	0
g87798	9
g47723	38
g84922	1009
g86912	7
g87448	0
g25636	12
g88629	0
g40699	1
g102815	0
g22736	64
170326_g	18
g51924	0
g34031	14
g93670	0
g5952	45
g12810	0
g95794	0
g74856	5
g24506	0
g32547	0
g50297	0
g53343	0
g15541	9
g78498	0
g64869	0
g17423	0
g32103	1
g29446	1
g57601	0
g104387	0
g51596	0
g15492	0
g34715	0
g61599	0
g62564	7
g70351	0
g8579	0
g37942	0
g15761	0
g31364	1
g94277	0
g92370	0
g69883	7
g100864	0
g108180	0
g19974	50
g38085	46
g12290	661
g34556	0
g49812	0
g14472	23
g73167	0
g108897	0
g96284	74
g57417	0
g51574	0
g71822	0
g41335	1
g109479	0
g68450	0
g74080	25
g58674	0
g19889	230
g1101	0
g37720	0
g33253	40
g102465	52
g79439	0
g21037	273
g44338	1
g73894	0
18531_g	0
g65360	0
g9487	0
g36197	0
g68067	418
g87420	596
g87520	15
g67619	0
g29562	0
g91528	75
g97641	0
g99249	0
g87155	0
g105994	0
g102364	0
g31530	0
g47536	0
g64574	0
g27135	0
g100211	134
g3668	0
g7629	2
g93630	0
g20710	6
g104910	34
g98520	0
g103937	36
g105661	101
g18634	0
g108330	86
g38937	0
g41040	0
g7095	0
g29823	0
g45937	12
g13657	0
g100439	686
g10233	16
g69665	482
g97439	0
g5414	0
g13159	16
g82491	308
g63122	0
g41093	0
g280	0
g385	0
g93193	0
g57966	36
g46838	1
g44750	0
g21336	2366
g36235	0
g20544	0
g95124	37
g91054	0
g72745	11
g39069	0
g28676	0
g37691	0
g32487	0
g4695	0
g17102	0
g97354	0
g91996	0
g103745	998
g108429	0
g21406	0
g5384	638
g46803	55
g23774	823
g30812	16
g35202	0
g70140	166
g45015	33
g7548	409
g8023	0
g86079	0
g61448	0
g4663	0
g21373	0
g78858	0
g108946	0
g46229	6
g108480	0
g47071	0
g107452	0
g107122	34
g12545	36
g1352	0
g37859	0
g105871	43
g78203	0
g17575	0
g52955	0
g108752	0
g36184	45
g64201	0
g56949	0
g73215	0
g64248	1438
g26885	0
g79227	357
g65405	12
g75425	1
g21736	1943
g105596	28
g5203	0
g22348	0
g92164	19
g33304	0
g65643	2482
g23987	0
g94443	0
g15674	0
g67834	1064
g55874	189
g57885	0
g37596	547
g37922	0
g2518	0
g61677	48
g25914	631
g89657	0
g45164	0
g64859	494
g104219	0
g57989	3
g94146	45
g20170	2
g64541	0
g73962	93
g74989	0
g80380	18
g41499	99
g8654	0
g67342	820
g51028	0
g27004	6777
g97748	0
g95743	490
g41680	1
g83813	31
g25872	0
g10069	1
g83597	0
g103635	385
g31935	0
g102565	77
g89886	15
g88616	0
g15456	26
g83845	79
g89211	0
g51189	1
g109675	0
g10854	1
g74646	0
g86855	0
g42328	0
g71662	7686
g85281	39
g78344	0
g37259	0
g13572	0
g42505	0
g77073	0
g88966	0
g1691	0
g6623	0
g101271	78
g18325	13
g48216	0
g79477	133
g104398	0
g68670	0
g72418	1
g104461	2
g95869	115
g83089	0
g2535	4
g105736	65
g108700	102
g8339	0
g101906	0
g107507	0
g84694	0
g64656	0
g79608	99
g46056	0
g32935	0
g2069	0
g54724	0
g33673	0
g64009	0
g56405	260
g85672	0
g101191	550
g8624	568
g29418	0
g93873	0
g2822	40
g41777	0
g12442	0
g86406	0
g78606	0
g51324	0
g44518	1
g5638	0
g13442	0
g93245	37
g62607	0
g91669	0
g96551	29
g62658	3
g70375	0
g91719	3
g31604	0
g25330	0
g15223	0
g73475	0
g51214	0
g11965	0
g15139	187
g75518	74
g60457	0
g169	0
g91666	3
g60584	318
g10395	0
g101907	0
g107788	0
g104190	0
g57597	59
g15151	0
174619_g	2
g77724	0
g108084	0
g34017	0
g64172	0
g100882	0
g27623	0
g71534	0
g49560	0
g99158	0
g102414	4
g54121	0
g10222	0
115127_g	0
g103331	28
g77039	0
g29178	0
g75693	0
g83484	0
g88758	485
g21246	11022
g27987	0
81544_g	0
g93755	147
g1569	25
g66227	0
g92361	0
g79454	0
g93346	0
g44413	0
g77392	0
g4499	0
g25883	0
g43522	8
g21974	0
g19211	0
g48773	0
g70344	0
g23961	0
g99938	4
g32049	0
g45904	941
g21650	0
g81907	386
g22787	0
g48631	22
g17267	30
g82109	0
g4381	0
g14500	0
g28850	959
g11264	1
g52924	0
g43751	0
g31299	9
g62930	0
g61605	23
g97503	0
g84457	0
g109545	0
g45151	3
g16526	0
g9696	0
g83276	0
g34591	0
g65224	0
g20134	24
g83285	0
g48181	0
g47745	0
g101219	0
g37847	285
g90974	0
g20354	0
g95039	0
g14211	0
g3296	0
g42802	1
g6388	10
g83343	13
g5313	63
g4104	0
g109157	0
130258_g	1
g22276	0
g5417	0
g12818	193
g96222	4
g108326	0
g2996	0
g51579	0
g50996	2
g38023	526
g63003	0
g84092	15
g90296	0
g40550	513
g58786	8
g82475	23
g51421	0
g101152	0
g95017	0
g59822	0
g109883	0
g43068	0
g60636	0
g24922	21
g69427	1998
g68829	168
g105823	0
g47182	0
g66790	42
g98156	0
g3953	243
g104235	0
g57189	47
g83514	1
g20097	0
g79137	0
g97153	1
g87308	48
g67425	8
g35087	3
g16890	16
g56038	0
g56362	5
g76313	59
g51570	0
g44197	0
g54223	0
g39143	171
g68870	0
g42590	373
g107786	0
g95682	0
g3035	0
g43219	0
g108832	0
g80037	9
g95213	0
g24402	1
g17136	56
g73371	0
g322	97
g83487	0
196779_g	1
g53055	0
g59216	30
g14223	0
g3544	1
g41930	196
g19289	0
g71484	21
g33290	0
g32466	61
g54327	0
g54921	0
g87740	9
g44866	0
g54242	0
g102244	0
g107960	0
g49100	0
g58764	0
g38893	26
g65435	0
g89265	2008
g33772	2041
g55619	0
g94670	0
g84625	0
g56153	18
g104343	0
g87353	14
g75442	1023
g8853	79
g60740	0
g69683	0
g70779	0
g89952	0
g26368	0
g98744	159
g28055	0
g78096	0
g42536	34
g66884	28
g96599	0
g103481	0
g93942	205
g72323	0
g109144	0
g50969	0
g16399	60
g85447	0
g86288	0
g26977	6
g45567	0
g37382	0
g107807	0
g22525	0
g21263	0
g64161	0
g93286	0
g100924	0
g96272	0
g41964	0
g96834	2842
g35337	0
g72949	0
g46575	0
g23785	44
g85904	490
g99905	0
g81975	0
g63861	0
g95617	38
g107564	0
g49915	0
g55008	12
g11525	0
g74226	0
g45493	0
g96737	379
g99317	1756
g34520	1
g25740	0
g7678	72
g38471	153
g75081	104
g21604	0
g104858	0
g1465	25
g31657	35
g84441	0
g15022	0
g46275	0
g92767	0
g63438	0
g36715	0
g18840	0
g90976	87
g84863	81
g39359	0
g26688	0
g87175	1
g63483	0
g86711	0
g4020	12
g66956	0
g55716	62
g80768	5
g89813	0
g14903	0
g41007	146
g105765	0
g56311	15
g105370	0
g16379	34
g99847	0
g7502	0
g13589	0
g94095	0
g98816	0
g34743	0
g84545	0
g78310	0
g48897	0
g62976	80
g15098	0
g57995	18
g102755	131
g106756	0
g50238	0
g13294	136
g84219	179
g13400	12
g98000	0
g109172	19
g23872	0
g39141	0
g4190	0
g4995	0
g364	415
g629	0
g43069	0
g58548	8
g1645	0
g67421	74
g51577	36
g35934	738
g100507	0
g62154	1
g103936	785
g89866	68
g101862	0
g43646	0
g100414	6
g82047	0
g74182	0
g100503	1
g35165	12
g13762	0
g29596	2
g10337	821
g28187	0
g98094	0
g107640	0
g10100	1
g52218	0
g78806	0
g83455	0
g17914	60
g43151	0
g93901	0
g73221	0
g75179	0
g33600	0
g67072	3
g108119	0
g25222	0
g10572	163
g31154	1
g41365	0
g7879	0
g58404	149
g9010	0
g63518	16
g85159	0
g74341	0
g65573	7
g52817	0
g70250	0
g88130	0
g105470	0
g62110	47
g99503	13
g74372	0
g80578	0
g35088	5
g70161	0
g95966	4
g14965	17
g56399	0
g103741	106
g105857	390
g101491	0
g80826	0
g46191	66
g106360	0
g10663	261
g65277	0
g10855	0
g49522	14
g72449	0
g11000	0
g93054	0
g68325	0
g104452	0
g11624	312
g96405	0
g52350	14
g84560	0
g85187	0
g25046	0
g20899	1
g108900	102
g20234	0
g28776	0
g75622	0
g16749	0
g36519	411
g107749	0
g64573	0
g101323	1
g5738	0
g12867	0
g100032	0
g26115	0
g21669	0
g91236	0
g648	0
g16633	290
g100376	30
g92901	0
g97260	0
g64348	2462
g72092	0
g3947	0
g36483	0
g75849	0
g28808	0
g56669	42
86544_g	34
g31166	0
g47878	174
g49587	0
126043_g	6
g44760	0
g1924	0
g96120	232
g90937	0
g72151	2
g94468	10
g100224	0
g38904	2
g48642	0
g55753	42
g25523	0
g107951	0
g107820	0
g96333	224
g89798	0
g108486	0
g32379	0
g103798	0
g74987	14668
g14038	678
g108408	50
g101247	0
g51411	0
g20903	0
g55368	0
g91238	0
g29441	0
g61565	0
g36099	0
g2117	0
g62955	1
g105684	13
g100811	0
g81781	69
g9259	0
g12009	63
g54174	358
g92871	0
g70979	0
44287_g	10
g94843	0
g28994	0
g38545	0
g80119	0
g34413	1
g97335	0
g16188	0
g54583	0
g45057	0
g13424	0
g52268	0
g63757	3
g97377	0
g4083	0
g92290	0
g65059	86
g63149	3
g65270	0
g84276	0
g89902	0
g64938	0
g6607	38
g93791	34
g13456	0
g10560	93
g103351	0
g45761	0
g51225	0
g968	6
g2399	20
g55830	0
g55306	0
g38261	0
g33347	1
g50736	0
g9883	0
g92972	0
g93345	0
g28654	17
g84681	15
g107406	0
g86703	0
g30273	94
g32211	0
g60982	4
g28752	141
g46276	7
g52205	0
g26879	189
g82839	24
87603_g	0
g72802	41
g47852	0
g75059	0
g105587	0
g49649	0
g11053	0
g74311	0
g4761	23
g58600	0
g55060	0
g30011	0
g53154	0
g7781	0
g24022	0
g88226	9
g81445	0
g80305	0
g40895	0
g92180	55
g40927	2
g43259	0
g60337	0
g50368	0
g36117	0
g12695	0
g41407	0
g18732	0
g1809	0
134489_g	0
g94293	0
g39273	51
g85912	0
g91855	31
g52249	0
g46660	0
g91146	0
90191_g	0
g67760	5
g28380	0
g81133	116
g3455	0
g16249	0
g62288	1
g84716	66
g15491	0
9094_g	1
g64379	0
g48851	0
g87831	0
g87207	65
g23273	351
g107606	0
g56022	0
g98152	0
g94888	0
g37535	100
g18611	1
g45622	44
g93463	9
g2111	135
g67138	0
g48559	0
g23888	0
g108027	0
g66862	0
g72116	19
g16625	861
g103005	103
g20272	15
g76548	16
g43909	0
g27523	0
g96537	0
g43256	0
g15414	19
g57480	0
g38289	0
g11727	0
g100582	805
g38431	0
g1872	42
g4611	0
g43653	0
g16563	0
g86346	133
g15879	2
g82085	0
g102863	0
g51565	0
g8171	76
g101465	0
g100385	0
g85448	0
g47821	2
g14627	0
g62790	0
g102939	26
g6952	0
g61643	0
g45462	7
g82994	0
g20233	0
g67135	0
g84146	0
g108296	0
g66547	0
g9831	0
g91498	38
g9494	0
g4809	0
g25204	0
g95824	761
g27855	0
g21700	0
g30905	0
g98454	0
g52734	1217
g78426	0
g32009	0
g67848	11
g108815	67
g90119	0
g3123	0
g80441	46
g42601	10
g45829	5
g80056	0
g4606	1152
g794	0
g82928	0
g15959	0
g905	1231
g91859	30
g55490	0
g32921	0
g36147	0
g25545	0
g43831	44
g4961	0
g67966	0
g81383	0
g30191	1
g48534	315
g88883	1
g34181	0
g53117	0
g10713	2
g72153	0
g4105	0
g92270	0
g108072	0
g23454	0
g1246	0
g95957	4
g41998	706
g22430	31
g10048	0
g92464	0
g3897	3
g49214	0
g32928	0
g51037	0
g29558	0
g100190	129
g12498	22
g80902	11
g3693	0
g31954	3
g91909	103
g60003	0
g35711	24
g38983	2
g32450	32
g81111	0
g63174	328
g34211	245
g37272	78
g93476	0
g45901	0
g70623	0
91359_g	0
g45105	0
g63221	0
g36773	0
g54438	0
g81164	22
g96580	0
g20474	0
g61075	0
g50664	0
g98473	0
g45207	87
g13992	0
g38548	0
g30645	53
150734_g	0
g84638	1
g39311	0
g67453	0
g56270	0
g81313	8
g18052	28
g45610	0
g105076	0
g47781	0
g60898	149
g87244	98
g98476	0
g100309	116
g88545	1
g80533	0
g76754	0
g24368	0
g93334	0
g68279	0
g96238	0
g67044	304
152563_g	0
g37553	0
g52590	126
g48347	0
g78723	0
g64877	4
g52230	0
g70402	36
g24493	0
g107794	356
g57514	810
g74886	96
g95814	94
g3916	0
g84637	6
g83082	0
g55215	0
g15024	0
g59234	0
g63991	50
g44830	90
g2494	0
g23666	1661
g76423	0
g89877	0
g22812	0
g81562	0
g15858	23
g77822	0
g39956	0
g66736	2443
g17909	0
g9425	0
g45045	0
g22153	0
g23100	8
g54198	256
g97375	0
g182	0
g90273	619
g2190	0
g74478	0
g76827	20
g18234	0
g94383	0
g131	9
g68589	0
g44187	10
g17759	0
g88381	0
g24208	74
g108393	35
g74800	18
g44363	0
g28534	0
g42393	1
g55889	46
g109101	356
g22737	19
g104054	55
g49704	17
g27361	0
g79228	48
g92235	0
g8887	121
g92215	19
g35449	0
g97961	0
g9060	13
g82326	0
g45787	154
g9357	0
g22751	0
g65933	0
g15538	1
g41627	38
g50663	0
g7539	0
127213_g	0
g54766	0
g74433	132
g96334	1
g59613	0
g29244	1035
g17483	0
